CODIGO;NOME;NOME_LOJA;CUSTOLIQUIDO
66484;VINHO LAGUNA ANDINA CAB.SAUVIGNON RESERVA 12X750ML;TRESMANN - VIX;46.3
66484;VINHO LAGUNA ANDINA CAB.SAUVIGNON RESERVA 12X750ML;TRESMANN - SMJ;46.3
66484;VINHO LAGUNA ANDINA CAB.SAUVIGNON RESERVA 12X750ML;TRESMANN - STT;46.3
66485;VINHO LAGUNA ANDINA CARMENERE RESERVA 6X750ML;TRESMANN - STT;46.3
66485;VINHO LAGUNA ANDINA CARMENERE RESERVA 6X750ML;TRESMANN - VIX;46.3
66485;VINHO LAGUNA ANDINA CARMENERE RESERVA 6X750ML;TRESMANN - SMJ;46.3
66494;SACO VACUO 25X35 C/1000 - CONSUMO;TRESMANN - SMJ;0.37
66494;SACO VACUO 25X35 C/1000 - CONSUMO;TRESMANN - STT;0.37
66494;SACO VACUO 25X35 C/1000 - CONSUMO;TRESMANN - VIX;0.3716
66517;HIDRATANTE DAVENE LEITE AVEIA OLEO AMEND 180ML;TRESMANN - SMJ;5.56
66517;HIDRATANTE DAVENE LEITE AVEIA OLEO AMEND 180ML;TRESMANN - STT;5.96
66525;SPRAY RISQUE SECANTE TECHNOLOGY 300ML;TRESMANN - SMJ;8.8417
66525;SPRAY RISQUE SECANTE TECHNOLOGY 300ML;TRESMANN - STT;8.36
66537;ENROLADO DE SALSICHA PADARIA KG;TRESMANN - STT;6.63
66537;ENROLADO DE SALSICHA PADARIA KG;TRESMANN - SMJ;0.0
66538;APERITIVO AGAVE TEQUILA TEQPAR 1LT;TRESMANN - STT;18.27
66538;APERITIVO AGAVE TEQUILA TEQPAR 1LT;TRESMANN - SMJ;19.99
66539;PERA FORELLE IMP KG;TRESMANN - VIX;28.35
66539;PERA FORELLE IMP KG;TRESMANN - SMJ;17.0
66539;PERA FORELLE IMP KG;TRESMANN - STT;17.0
66541;BOLINHO RIBERALVES DE BACALHAU 12X360GR;TRESMANN - VIX;19.8183
66545;CONFEITE M&MS AMENDOIM 18X45GR;TRESMANN - STT;2.6978
66545;CONFEITE M&MS AMENDOIM 18X45GR;TRESMANN - VIX;2.6978
66545;CONFEITE M&MS AMENDOIM 18X45GR;TRESMANN - SMJ;2.6978
66557;BISCOITO VILMA RECH LIMAO 30X120GR;TRESMANN - STT;1.68
66557;BISCOITO VILMA RECH LIMAO 30X120GR;TRESMANN - SMJ;1.79
66562;PAO DE ALHO ADILSON TRADICIONAL 300GR;TRESMANN - SMJ;7.0577
66562;PAO DE ALHO ADILSON TRADICIONAL 300GR;TRESMANN - STT;7.0573
66562;PAO DE ALHO ADILSON TRADICIONAL 300GR;TRESMANN - VIX;7.0576
66563;PAO DE ALHO ADILSON QUEIJO 300GR;TRESMANN - SMJ;7.0573
66563;PAO DE ALHO ADILSON QUEIJO 300GR;TRESMANN - STT;7.0573
66563;PAO DE ALHO ADILSON QUEIJO 300GR;TRESMANN - VIX;7.0573
66564;PAO DE ALHO ADILSON CALABRESA 300GR;TRESMANN - SMJ;7.0577
66564;PAO DE ALHO ADILSON CALABRESA 300GR;TRESMANN - STT;7.0573
66564;PAO DE ALHO ADILSON CALABRESA 300GR;TRESMANN - VIX;7.0573
66565;PAO DE ALHO ADILSON BACON 300GR;TRESMANN - STT;7.0573
66565;PAO DE ALHO ADILSON BACON 300GR;TRESMANN - SMJ;7.0577
66565;PAO DE ALHO ADILSON BACON 300GR;TRESMANN - VIX;7.0573
66592;ABSORVENTE ALWAYS SUPER PROT.SECA C/ABAS 12X16UN;TRESMANN - STT;6.16
66592;ABSORVENTE ALWAYS SUPER PROT.SECA C/ABAS 12X16UN;TRESMANN - SMJ;6.2975
66602;Q.BOM DESTINO ZERO LACTOSE BUFALA 160GR;TRESMANN - STT;15.5
66602;Q.BOM DESTINO ZERO LACTOSE BUFALA 160GR;TRESMANN - SMJ;9.7
66603;SABONETE NIVEA HIDR LAVANDA&OLEOS 12X85G;TRESMANN - SMJ;1.9567
66603;SABONETE NIVEA HIDR LAVANDA&OLEOS 12X85G;TRESMANN - STT;2.06
66603;SABONETE NIVEA HIDR LAVANDA&OLEOS 12X85G;TRESMANN - VIX;2.06
66604;LIMPADOR VEJA L.PESADA X14 C.ATIVO 12X1L;TRESMANN - STT;12.59
66604;LIMPADOR VEJA L.PESADA X14 C.ATIVO 12X1L;TRESMANN - VIX;12.82
66604;LIMPADOR VEJA L.PESADA X14 C.ATIVO 12X1L;TRESMANN - SMJ;12.9662
66605;CORTADOR UNHA ENOX 670 P UN;TRESMANN - SMJ;3.8658
66605;CORTADOR UNHA ENOX 670 P UN;TRESMANN - STT;3.87
66617;SABONETE NIVEA HIDR ERVA DOCE 12X85G;TRESMANN - SMJ;1.9567
66617;SABONETE NIVEA HIDR ERVA DOCE 12X85G;TRESMANN - VIX;2.06
66617;SABONETE NIVEA HIDR ERVA DOCE 12X85G;TRESMANN - STT;2.06
66618;SABONETE NIVEA HIDR LEITE 12X85G;TRESMANN - SMJ;1.9567
66618;SABONETE NIVEA HIDR LEITE 12X85G;TRESMANN - STT;2.26
66618;SABONETE NIVEA HIDR LEITE 12X85G;TRESMANN - VIX;2.06
66620;IOGURTE DANONE ACTIMEL DEFENSIS TRAD 100GR;TRESMANN - VIX;2.5733
66620;IOGURTE DANONE ACTIMEL DEFENSIS TRAD 100GR;TRESMANN - STT;2.49
66620;IOGURTE DANONE ACTIMEL DEFENSIS TRAD 100GR;TRESMANN - SMJ;2.3655
66624;PASTILHA PATO ADESIVA LAVANDA 20% DESC 8X3UN;TRESMANN - VIX;5.66
66624;PASTILHA PATO ADESIVA LAVANDA 20% DESC 8X3UN;TRESMANN - STT;5.66
66624;PASTILHA PATO ADESIVA LAVANDA 20% DESC 8X3UN;TRESMANN - SMJ;5.66
66626;AMACIANTE AMACITEL LUXO AZUL 6X2LT;TRESMANN - SMJ;7.0175
66626;AMACIANTE AMACITEL LUXO AZUL 6X2LT;TRESMANN - STT;7.02
66626;AMACIANTE AMACITEL LUXO AZUL 6X2LT;TRESMANN - VIX;7.02
66627;AMACIANTE AMACITEL LUXO BRANCO 6X2LT;TRESMANN - SMJ;7.0175
66627;AMACIANTE AMACITEL LUXO BRANCO 6X2LT;TRESMANN - STT;7.02
66627;AMACIANTE AMACITEL LUXO BRANCO 6X2LT;TRESMANN - VIX;7.02
66628;AMACIANTE AMACITEL LUXO LILAS 6X2LT;TRESMANN - SMJ;7.0175
66628;AMACIANTE AMACITEL LUXO LILAS 6X2LT;TRESMANN - STT;7.02
66628;AMACIANTE AMACITEL LUXO LILAS 6X2LT;TRESMANN - VIX;7.02
66629;AZEITONA VALE FERTIL PREMIUM ARAUCO VD 12X360GR;TRESMANN - SMJ;14.1433
66629;AZEITONA VALE FERTIL PREMIUM ARAUCO VD 12X360GR;TRESMANN - STT;15.8192
66629;AZEITONA VALE FERTIL PREMIUM ARAUCO VD 12X360GR;TRESMANN - VIX;14.14
66637;ADOCANTE FINN STEVIA 12X65ML;TRESMANN - STT;8.08
66637;ADOCANTE FINN STEVIA 12X65ML;TRESMANN - SMJ;8.4342
66637;ADOCANTE FINN STEVIA 12X65ML;TRESMANN - VIX;8.4
66638;ADOCANTE FINN SUCRALOSE 12X65ML;TRESMANN - VIX;6.88
66638;ADOCANTE FINN SUCRALOSE 12X65ML;TRESMANN - STT;6.67
66638;ADOCANTE FINN SUCRALOSE 12X65ML;TRESMANN - SMJ;6.8783
66677;BOLACHA NAME ARROZ INTEGRAL ORGANICO 130GR;TRESMANN - VIX;14.19
66716;LINGUICA COFRIL MISTA CHURRASCO KG;TRESMANN - SMJ;15.0563
66716;LINGUICA COFRIL MISTA CHURRASCO KG;TRESMANN - STT;15.0565
66729;DOCE LEITE AVIACAO 12X400G;TRESMANN - SMJ;11.75
66729;DOCE LEITE AVIACAO 12X400G;TRESMANN - VIX;11.75
66729;DOCE LEITE AVIACAO 12X400G;TRESMANN - STT;11.75
66730;LINGUICA DAVEL SUINA DEFUMADA KG;TRESMANN - STT;26.2734
66730;LINGUICA DAVEL SUINA DEFUMADA KG;TRESMANN - SMJ;26.2727
66731;SABONETE PROTEX OMEGA 3 12X85GR;TRESMANN - VIX;2.46
66731;SABONETE PROTEX OMEGA 3 12X85GR;TRESMANN - STT;2.51
66731;SABONETE PROTEX OMEGA 3 12X85GR;TRESMANN - SMJ;2.5133
66732;SABONETE PROTEX PROPOLIS 12X85GR;TRESMANN - SMJ;2.5817
66732;SABONETE PROTEX PROPOLIS 12X85GR;TRESMANN - STT;2.64
66751;HIDRATANTE NIVEA MILK P/BANHO 12X250ML;TRESMANN - STT;20.3
66751;HIDRATANTE NIVEA MILK P/BANHO 12X250ML;TRESMANN - SMJ;16.0296
66757;ABSORVENTE ALWAYS BASICO SECA C/ABAS 18X8UN;TRESMANN - SMJ;3.2525
66757;ABSORVENTE ALWAYS BASICO SECA C/ABAS 18X8UN;TRESMANN - STT;3.25
66758;ABSORVENTE ALWAYS BASICO SUAVE C/ABAS ANTIUM18X8UN;TRESMANN - STT;3.25
66758;ABSORVENTE ALWAYS BASICO SUAVE C/ABAS ANTIUM18X8UN;TRESMANN - SMJ;3.57
66788;TEMPERO BON APETIT CHIMI CHURRI DEFUM 30X13G;TRESMANN - STT;2.56
66788;TEMPERO BON APETIT CHIMI CHURRI DEFUM 30X13G;TRESMANN - SMJ;2.33
66808;ALHO ROXAO PICADINHO NAT 200G;TRESMANN - VIX;6.0
66821;MINI COADOR LIDER C/ SUPORTE UN;TRESMANN - SMJ;18.2
66821;MINI COADOR LIDER C/ SUPORTE UN;TRESMANN - STT;18.2
66822;MINI COADOR LIDER REFIL UN;TRESMANN - STT;11.76
66822;MINI COADOR LIDER REFIL UN;TRESMANN - SMJ;11.76
66823;FORMA ALUMINIO LIDER P/EMPADA 100ML C/50UN;TRESMANN - STT;11.05
66823;FORMA ALUMINIO LIDER P/EMPADA 100ML C/50UN;TRESMANN - SMJ;11.62
66824;FORMA ALUMINIO LIDER P/EMPADA 50ML C/50UN;TRESMANN - STT;5.29
66824;FORMA ALUMINIO LIDER P/EMPADA 50ML C/50UN;TRESMANN - SMJ;4.95
66830;TINTURA SOFT COLOR INSTINCTS 80 L. CLARO NOVO ;TRESMANN - STT;11.48
66830;TINTURA SOFT COLOR INSTINCTS 80 L. CLARO NOVO ;TRESMANN - SMJ;14.2633
66831;TINTURA SOFT COLOR INSTINCTS 67 CHOC NOVO;TRESMANN - STT;14.26
66831;TINTURA SOFT COLOR INSTINCTS 67 CHOC NOVO;TRESMANN - SMJ;14.2633
66840;COBERTURA BRILHANTE RISQUE 6X8ML;TRESMANN - SMJ;4.5333
66840;COBERTURA BRILHANTE RISQUE 6X8ML;TRESMANN - STT;3.725
66859;BATATA PRE FRITA BEM BRASIL CRINKLE 12X1,05KG;TRESMANN - VIX;17.3017
66859;BATATA PRE FRITA BEM BRASIL CRINKLE 12X1,05KG;TRESMANN - SMJ;17.3025
66859;BATATA PRE FRITA BEM BRASIL CRINKLE 12X1,05KG;TRESMANN - STT;17.3025
66869;CONDICIONADOR ELSEVE OLEO DE COCO 12X400ML;TRESMANN - SMJ;19.73
66869;CONDICIONADOR ELSEVE OLEO DE COCO 12X400ML;TRESMANN - STT;16.63
66870;SHAMPOO ELSEVE OLEO DE COCO 12X400ML;TRESMANN - STT;17.86
66870;SHAMPOO ELSEVE OLEO DE COCO 12X400ML;TRESMANN - SMJ;17.86
66871;CREME ELSEVE TRAT OLEO DE COCO 300G;TRESMANN - SMJ;15.26
66871;CREME ELSEVE TRAT OLEO DE COCO 300G;TRESMANN - STT;15.26
66872;CREME ELSEVE PENTEAR OEO DE COCO 12X250ML;TRESMANN - SMJ;8.9433
66872;CREME ELSEVE PENTEAR OEO DE COCO 12X250ML;TRESMANN - STT;8.77
66873;VODKA KRISKOF BLUE 6X900ML;TRESMANN - SMJ;10.75
66873;VODKA KRISKOF BLUE 6X900ML;TRESMANN - STT;11.16
66874;VODKA KRISKOF RED FRUITS 6X900ML;TRESMANN - STT;9.8
66874;VODKA KRISKOF RED FRUITS 6X900ML;TRESMANN - SMJ;10.21
66883;ERVAS AROMATICAS E TEMPEROS POTE;TRESMANN - STT;2.5
66883;ERVAS AROMATICAS E TEMPEROS POTE;TRESMANN - SMJ;2.5
66885;CREME DENTAL COLGATE T.12 SAUDE VISIVEL 48X70G;TRESMANN - SMJ;8.1122
66885;CREME DENTAL COLGATE T.12 SAUDE VISIVEL 48X70G;TRESMANN - STT;8.11
66889;MOLHO TOM FUGINI PREMIUM SACHE 36X300G;TRESMANN - STT;1.6278
66889;MOLHO TOM FUGINI PREMIUM SACHE 36X300G;TRESMANN - VIX;1.67
66889;MOLHO TOM FUGINI PREMIUM SACHE 36X300G;TRESMANN - SMJ;1.6731
66890;MOLHO TOM FUGINI PASSATA SACHE 32X340G;TRESMANN - SMJ;2.1261
66890;MOLHO TOM FUGINI PASSATA SACHE 32X340G;TRESMANN - STT;2.3238
66892;PAO PLUS VITA ARTESANO INTEGRAL 500G;TRESMANN - VIX;14.1
66892;PAO PLUS VITA ARTESANO INTEGRAL 500G;TRESMANN - STT;13.9
66892;PAO PLUS VITA ARTESANO INTEGRAL 500G;TRESMANN - SMJ;13.9
66897;IOGURTE BATAVO PED MOR PENSE ZERO 6X500GR;TRESMANN - STT;6.82
66897;IOGURTE BATAVO PED MOR PENSE ZERO 6X500GR;TRESMANN - SMJ;6.82
66903;IOGURTE BATAVO DESNATADO 24X170G;TRESMANN - STT;1.82
66903;IOGURTE BATAVO DESNATADO 24X170G;TRESMANN - SMJ;1.82
66905;IOGURTE BATAVO PEDACOS FRUTAS ABACAXI 12X500G;TRESMANN - STT;6.82
66905;IOGURTE BATAVO PEDACOS FRUTAS ABACAXI 12X500G;TRESMANN - SMJ;6.22
66909;IOGURTE BATAVO PEDACOS FRUTAS ABACAXI 24X100G;TRESMANN - SMJ;1.48
66909;IOGURTE BATAVO PEDACOS FRUTAS ABACAXI 24X100G;TRESMANN - STT;1.63
66923;CREME NIELY GOLD PENTEAR COMPR/FORTES 250G;TRESMANN - SMJ;6.6483
66923;CREME NIELY GOLD PENTEAR COMPR/FORTES 250G;TRESMANN - STT;6.51
66924;SHAMPOO NIELY GOLD COMPR/FORTES 275ML;TRESMANN - SMJ;6.58
66924;SHAMPOO NIELY GOLD COMPR/FORTES 275ML;TRESMANN - STT;6.77
66925;CONDICIONADOR NIELY GOLD COMPR/FORTES 175ML;TRESMANN - SMJ;7.095
66925;CONDICIONADOR NIELY GOLD COMPR/FORTES 175ML;TRESMANN - STT;6.9467
66928;AMENDOIM STA HELENA MENDORATO 30X70G;TRESMANN - VIX;2.7
66928;AMENDOIM STA HELENA MENDORATO 30X70G;TRESMANN - STT;1.8297
66928;AMENDOIM STA HELENA MENDORATO 30X70G;TRESMANN - SMJ;1.83
66941;ENERGETICO MONSTER ENERGY 6X473ML;TRESMANN - STT;6.28
66941;ENERGETICO MONSTER ENERGY 6X473ML;TRESMANN - SMJ;6.28
66941;ENERGETICO MONSTER ENERGY 6X473ML;TRESMANN - VIX;6.28
66943;UVA RED GLOBE CUMBUCA 500GR;TRESMANN - STT;6.0
66943;UVA RED GLOBE CUMBUCA 500GR;TRESMANN - VIX;9.0
66943;UVA RED GLOBE CUMBUCA 500GR;TRESMANN - SMJ;6.5
66947;TEMPERO BON APETIT GRELHADOS 13G;TRESMANN - STT;2.22
66947;TEMPERO BON APETIT GRELHADOS 13G;TRESMANN - VIX;2.02
66947;TEMPERO BON APETIT GRELHADOS 13G;TRESMANN - SMJ;2.22
66949;TEMPERO BON APETIT LIMAO E ERVAS 30X13G;TRESMANN - SMJ;2.02
66949;TEMPERO BON APETIT LIMAO E ERVAS 30X13G;TRESMANN - STT;2.02
66949;TEMPERO BON APETIT LIMAO E ERVAS 30X13G;TRESMANN - VIX;2.02
66973;VINHO ERRAZURIZ RESERV SAUVIG BLANC 750ML;TRESMANN - SMJ;33.7
66973;VINHO ERRAZURIZ RESERV SAUVIG BLANC 750ML;TRESMANN - VIX;33.7
66973;VINHO ERRAZURIZ RESERV SAUVIG BLANC 750ML;TRESMANN - STT;33.7
66974;DESENGORDURANTE VEJA COZINHA LIMAO 24X500ML;TRESMANN - SMJ;8.9729
66974;DESENGORDURANTE VEJA COZINHA LIMAO 24X500ML;TRESMANN - STT;9.35
66974;DESENGORDURANTE VEJA COZINHA LIMAO 24X500ML;TRESMANN - VIX;9.35
66975;PRESERVAT PRUDENCE CLASSICO LV8 PG6;TRESMANN - SMJ;4.5967
66975;PRESERVAT PRUDENCE CLASSICO LV8 PG6;TRESMANN - STT;4.55
66975;PRESERVAT PRUDENCE CLASSICO LV8 PG6;TRESMANN - VIX;4.575
66979;MASCARA GRIFFUS QLOIRA RESTAUR 250GR;TRESMANN - STT;11.1133
66979;MASCARA GRIFFUS QLOIRA RESTAUR 250GR;TRESMANN - SMJ;13.2675
66980;MASCARA GRIFFUS QLOIRA MATIZADORA 250GR;TRESMANN - STT;18.4863
66980;MASCARA GRIFFUS QLOIRA MATIZADORA 250GR;TRESMANN - SMJ;17.2767
66989;FARINHA AMENDOA NAYNA 150G;TRESMANN - STT;14.36
66989;FARINHA AMENDOA NAYNA 150G;TRESMANN - SMJ;14.279
67002;IOGURTE BATAVO GREGO MEL 24X100G;TRESMANN - SMJ;1.48
67002;IOGURTE BATAVO GREGO MEL 24X100G;TRESMANN - STT;0.0
67004;SABONETE PROTEX LIMPEZA PROFUNDA 12X85G;TRESMANN - STT;2.51
67004;SABONETE PROTEX LIMPEZA PROFUNDA 12X85G;TRESMANN - VIX;2.46
67004;SABONETE PROTEX LIMPEZA PROFUNDA 12X85G;TRESMANN - SMJ;2.5133
67005;BOLO MILHO CREMOSO KG;TRESMANN - STT;0.0
67008;LUVA TERMICA POLARFLEX CA 21252 CAM FRIA- CONSUMO;TRESMANN - VIX;0.0
67011;LIXA UNHA CONDOR DUPLA FACE 3UN;TRESMANN - SMJ;2.7561
67011;LIXA UNHA CONDOR DUPLA FACE 3UN;TRESMANN - STT;2.7558
67022;DOCE LEITE AUREA COM CHOCOLATE 6X950GR;TRESMANN - STT;11.98
67022;DOCE LEITE AUREA COM CHOCOLATE 6X950GR;TRESMANN - SMJ;12.3783
67074;QUEIJO BOM DESTINO BUFALA BOLOT CEREJA POTE 160GR;TRESMANN - VIX;13.4
67074;QUEIJO BOM DESTINO BUFALA BOLOT CEREJA POTE 160GR;TRESMANN - SMJ;11.1
67074;QUEIJO BOM DESTINO BUFALA BOLOT CEREJA POTE 160GR;TRESMANN - STT;11.1
67077;TOMATE CEREJA KG;TRESMANN - SMJ;8.0
67077;TOMATE CEREJA KG;TRESMANN - STT;0.0
67090;CERVEJA LOKAL BIER PILSEN LATAO 12X473ML;TRESMANN - STT;2.6242
67090;CERVEJA LOKAL BIER PILSEN LATAO 12X473ML;TRESMANN - SMJ;2.63
67098;PRESERVAT PRUDENCE EX GD 12X3UN;TRESMANN - SMJ;4.475
67098;PRESERVAT PRUDENCE EX GD 12X3UN;TRESMANN - STT;4.48
67102;PIMENTAO REI DUO 250G;TRESMANN - VIX;10.05
67119;AMENDOIM TORRADO LESTE 20X500G;TRESMANN - STT;6.5
67119;AMENDOIM TORRADO LESTE 20X500G;TRESMANN - SMJ;6.5
67120;TAPIOCA LESTE HIDRATADA 24X500G;TRESMANN - SMJ;5.6
67120;TAPIOCA LESTE HIDRATADA 24X500G;TRESMANN - STT;5.6
67120;TAPIOCA LESTE HIDRATADA 24X500G;TRESMANN - VIX;5.6
67121;POLVILHO LESTE DOCE 20X500G;TRESMANN - SMJ;4.5
67121;POLVILHO LESTE DOCE 20X500G;TRESMANN - STT;4.5
67122;POLVILHO LESTE AZEDO 20X500G;TRESMANN - STT;5.3
67122;POLVILHO LESTE AZEDO 20X500G;TRESMANN - SMJ;5.3
67123;TRIGUILHO LESTE 30X500G;TRESMANN - STT;3.8
67123;TRIGUILHO LESTE 30X500G;TRESMANN - VIX;3.8
67123;TRIGUILHO LESTE 30X500G;TRESMANN - SMJ;3.98
67124;FARINHA LESTE BRANCA MAND T1 20X1KG;TRESMANN - STT;5.6
67124;FARINHA LESTE BRANCA MAND T1 20X1KG;TRESMANN - SMJ;5.6
67125;BISCOITO VILMA RECH MORANGO 30X120GR;TRESMANN - STT;1.68
67125;BISCOITO VILMA RECH MORANGO 30X120GR;TRESMANN - SMJ;1.5
67129;BISCOITO KALASSI ARROZ RICE SWEET CHILLI 12X100G;TRESMANN - SMJ;8.48
67129;BISCOITO KALASSI ARROZ RICE SWEET CHILLI 12X100G;TRESMANN - STT;8.48
67129;BISCOITO KALASSI ARROZ RICE SWEET CHILLI 12X100G;TRESMANN - VIX;8.4783
67130;BISCOITO KALASSI ARROZ RICE PAPRICA 12X100G;TRESMANN - SMJ;8.48
67130;BISCOITO KALASSI ARROZ RICE PAPRICA 12X100G;TRESMANN - VIX;8.4779
67130;BISCOITO KALASSI ARROZ RICE PAPRICA 12X100G;TRESMANN - STT;8.48
67134;BISCOITO BAUDUCCO COOKIES CHOCOLATE 40X100G;TRESMANN - VIX;3.29
67134;BISCOITO BAUDUCCO COOKIES CHOCOLATE 40X100G;TRESMANN - STT;4.09
67134;BISCOITO BAUDUCCO COOKIES CHOCOLATE 40X100G;TRESMANN - SMJ;4.09
67138;BISCOITO EQLIBRI PANETINI TOMATE TEMP 10X40G;TRESMANN - STT;3.1062
67138;BISCOITO EQLIBRI PANETINI TOMATE TEMP 10X40G;TRESMANN - SMJ;3.237
67138;BISCOITO EQLIBRI PANETINI TOMATE TEMP 10X40G;TRESMANN - VIX;3.24
67177;DESINFETANTE HIDROSTERIL SAGDIO 50X50ML;TRESMANN - STT;7.99
67177;DESINFETANTE HIDROSTERIL SAGDIO 50X50ML;TRESMANN - VIX;7.99
67177;DESINFETANTE HIDROSTERIL SAGDIO 50X50ML;TRESMANN - SMJ;7.99
67194;PAO WICKBOLD S/GLUTEN S/LACT ORIGINAL 300GR;TRESMANN - VIX;19.78
67207;PITAYA AMARELA KG;TRESMANN - STT;10.0
67207;PITAYA AMARELA KG;TRESMANN - SMJ;10.0
67229;SABONETE PROTEX ERVA DOCE 12X85GR;TRESMANN - SMJ;2.5133
67229;SABONETE PROTEX ERVA DOCE 12X85GR;TRESMANN - VIX;2.54
67229;SABONETE PROTEX ERVA DOCE 12X85GR;TRESMANN - STT;2.51
67261;QUEIJO BOM DESTINO MOZZ DE BUFALA BOLA MEDIA 160GR;TRESMANN - STT;0.0
67261;QUEIJO BOM DESTINO MOZZ DE BUFALA BOLA MEDIA 160GR;TRESMANN - VIX;12.2
67261;QUEIJO BOM DESTINO MOZZ DE BUFALA BOLA MEDIA 160GR;TRESMANN - SMJ;14.5
67287;PORTA PAPEL HIGIENICO INTERF - CONSUMO;TRESMANN - VIX;32.0
67287;PORTA PAPEL HIGIENICO INTERF - CONSUMO;TRESMANN - SMJ;0.0
67287;PORTA PAPEL HIGIENICO INTERF - CONSUMO;TRESMANN - STT;0.0
67293;GLADE AEROSOL LEMBRANCAS INFAN 20% DESC 12X360ML;TRESMANN - STT;10.23
67293;GLADE AEROSOL LEMBRANCAS INFAN 20% DESC 12X360ML;TRESMANN - VIX;9.7183
67293;GLADE AEROSOL LEMBRANCAS INFAN 20% DESC 12X360ML;TRESMANN - SMJ;10.23
67297;AVEIA YOKI FLOCOS 12X170G;TRESMANN - SMJ;2.77
67297;AVEIA YOKI FLOCOS 12X170G;TRESMANN - STT;2.77
67298;FARINHA AVEIA YOKI 12X170G;TRESMANN - STT;3.49
67298;FARINHA AVEIA YOKI 12X170G;TRESMANN - SMJ;2.77
67299;AVEIA FARELO YOKI OAT BRAN 12X170G;TRESMANN - SMJ;3.53
67299;AVEIA FARELO YOKI OAT BRAN 12X170G;TRESMANN - STT;3.53
67307;AMPOLA PANTENE BAMBU 3X15ML 12X1;TRESMANN - STT;12.07
67307;AMPOLA PANTENE BAMBU 3X15ML 12X1;TRESMANN - SMJ;12.07
67309;CREME DENTAL ORAL B 3D WHITE GLAMOROUS 24X90G;TRESMANN - SMJ;9.0764
67309;CREME DENTAL ORAL B 3D WHITE GLAMOROUS 24X90G;TRESMANN - STT;9.08
67310;CREME DENTAL ORAL B MICKEY 24X50G;TRESMANN - STT;6.11
67310;CREME DENTAL ORAL B MICKEY 24X50G;TRESMANN - SMJ;6.11
67311;CREME DENTAL ORAL B MINNIE 24X50G;TRESMANN - STT;6.1242
67311;CREME DENTAL ORAL B MINNIE 24X50G;TRESMANN - SMJ;6.12
67314;DETERGENTE YPE CAPIM LIMAO 24X500ML;TRESMANN - SMJ;2.19
67314;DETERGENTE YPE CAPIM LIMAO 24X500ML;TRESMANN - STT;2.09
67314;DETERGENTE YPE CAPIM LIMAO 24X500ML;TRESMANN - VIX;2.09
67319;GRAO DE BICO LESTE 500G;TRESMANN - SMJ;7.0
67319;GRAO DE BICO LESTE 500G;TRESMANN - STT;7.0
67319;GRAO DE BICO LESTE 500G;TRESMANN - VIX;7.0
67354;DIFUSOR AMBIENTE SECAR LAVANDA 12X100ML;TRESMANN - STT;12.95
67354;DIFUSOR AMBIENTE SECAR LAVANDA 12X100ML;TRESMANN - SMJ;12.95
67354;DIFUSOR AMBIENTE SECAR LAVANDA 12X100ML;TRESMANN - VIX;12.95
67355;DIFUSOR AMBIENTE SECAR SENSUAL 12X100ML;TRESMANN - SMJ;12.95
67355;DIFUSOR AMBIENTE SECAR SENSUAL 12X100ML;TRESMANN - STT;12.95
67356;DIFUSOR AMBIENTE SECAR ALECRIM 12X100ML;TRESMANN - STT;12.95
67356;DIFUSOR AMBIENTE SECAR ALECRIM 12X100ML;TRESMANN - SMJ;12.95
67370;CREME DENTAL ORAL 4 EM 1 COMPLETO 72X70G;TRESMANN - STT;2.78
67370;CREME DENTAL ORAL 4 EM 1 COMPLETO 72X70G;TRESMANN - SMJ;2.9233
67377;BISCOITO SARLONI CREAM CRACKER 24X400GR;TRESMANN - STT;4.2654
67377;BISCOITO SARLONI CREAM CRACKER 24X400GR;TRESMANN - SMJ;4.2656
67377;BISCOITO SARLONI CREAM CRACKER 24X400GR;TRESMANN - VIX;4.39
67393;CORTADOR UNHA CONDOR UND;TRESMANN - SMJ;8.9167
67393;CORTADOR UNHA CONDOR UND;TRESMANN - STT;8.9167
67402;AMENDOIM TORRADO MOIDO LESTE 20X500G;TRESMANN - STT;6.5
67402;AMENDOIM TORRADO MOIDO LESTE 20X500G;TRESMANN - SMJ;6.5
67404;HIDRATANTE MONANGE FRUTAS VERMELHAS 24X200ML;TRESMANN - SMJ;5.8621
67404;HIDRATANTE MONANGE FRUTAS VERMELHAS 24X200ML;TRESMANN - STT;5.86
67405;HIDRATANTE MONANGE FLOR DE LAVANDA 24X200ML;TRESMANN - STT;5.86
67405;HIDRATANTE MONANGE FLOR DE LAVANDA 24X200ML;TRESMANN - SMJ;5.8621
67408;CREME MONANGE PENTEAR CACHOS PERF 12X300ML;TRESMANN - STT;6.1
67408;CREME MONANGE PENTEAR CACHOS PERF 12X300ML;TRESMANN - SMJ;6.1003
67413;ETIQUETAS 60X165 MIX SAUDAVEL TRESMANN - CONSUMO;TRESMANN - VIX;0.33
67413;ETIQUETAS 60X165 MIX SAUDAVEL TRESMANN - CONSUMO;TRESMANN - STT;0.33
67413;ETIQUETAS 60X165 MIX SAUDAVEL TRESMANN - CONSUMO;TRESMANN - SMJ;0.33
67415;MINI KIBE CATUPIRY RECH 12X300G;TRESMANN - VIX;21.14
67416;COXINHA DE FRANGO CATUPIRY RECH 12X300G;TRESMANN - VIX;20.34
67418;CERVEJA EISENBAHN AMERICAN IPA 12X355ML;TRESMANN - VIX;4.68
