CODIGO;NOME;NOME_LOJA;CUSTOLIQUIDO
24;QUEIJO FIORE RICOTA FRESCA KG;TRESMANN - VIX;27.0
24;QUEIJO FIORE RICOTA FRESCA KG;TRESMANN - SMJ;26.598
24;QUEIJO FIORE RICOTA FRESCA KG;TRESMANN - STT;26.5995
31;QUEIJO FIORE MINAS FRESCAL LIGHT KG;TRESMANN - VIX;42.0
31;QUEIJO FIORE MINAS FRESCAL LIGHT KG;TRESMANN - STT;39.5
31;QUEIJO FIORE MINAS FRESCAL LIGHT KG;TRESMANN - SMJ;39.5
48;QUEIJO FIORE MINAS FRESCAL KG;TRESMANN - VIX;39.0
48;QUEIJO FIORE MINAS FRESCAL KG;TRESMANN - STT;37.0
48;QUEIJO FIORE MINAS FRESCAL KG;TRESMANN - SMJ;37.0
114;LINGUICA SEARA CALABR FINA KG;TRESMANN - STT;19.0533
114;LINGUICA SEARA CALABR FINA KG;TRESMANN - SMJ;19.6893
114;LINGUICA SEARA CALABR FINA KG;TRESMANN - VIX;19.586
120;REPOLHO ROXO KG;TRESMANN - VIX;6.68
120;REPOLHO ROXO KG;TRESMANN - STT;4.66
120;REPOLHO ROXO KG;TRESMANN - SMJ;4.66
121;TOMATE KG;TRESMANN - SMJ;7.3684
121;TOMATE KG;TRESMANN - VIX;9.0
121;TOMATE KG;TRESMANN - STT;7.3684
123;AIPIM KG;TRESMANN - VIX;3.38
123;AIPIM KG;TRESMANN - STT;2.5
123;AIPIM KG;TRESMANN - SMJ;2.5
124;CHUCHU KG;TRESMANN - SMJ;1.94
124;CHUCHU KG;TRESMANN - STT;1.94
124;CHUCHU KG;TRESMANN - VIX;3.0
125;ALFACE UN;TRESMANN - VIX;2.85
125;ALFACE UN;TRESMANN - SMJ;1.3
125;ALFACE UN;TRESMANN - STT;1.3
126;TEMPERO VERDE UN;TRESMANN - STT;1.3
126;TEMPERO VERDE UN;TRESMANN - SMJ;1.3
127;TAIOBA KG;TRESMANN - SMJ;6.0
127;TAIOBA KG;TRESMANN - STT;6.0
128;GENGIBRE KG;TRESMANN - STT;8.33
128;GENGIBRE KG;TRESMANN - SMJ;10.0
128;GENGIBRE KG;TRESMANN - VIX;9.0
131;COUVE PICADA UN;TRESMANN - STT;2.2
131;COUVE PICADA UN;TRESMANN - SMJ;2.2
131;COUVE PICADA UN;TRESMANN - VIX;5.63
133;SALAME AURORA TP ITALIANO KG;TRESMANN - STT;51.972
133;SALAME AURORA TP ITALIANO KG;TRESMANN - SMJ;51.972
136;SALSICHA COFRIL FRANGO KG;TRESMANN - SMJ;13.3386
136;SALSICHA COFRIL FRANGO KG;TRESMANN - STT;13.3403
137;GRAVIOLA KG;TRESMANN - STT;12.5
137;GRAVIOLA KG;TRESMANN - SMJ;12.5
137;GRAVIOLA KG;TRESMANN - VIX;7.0
139;CARNE SUINA SAUDALI PICANHA TEMP KG;TRESMANN - SMJ;22.7767
139;CARNE SUINA SAUDALI PICANHA TEMP KG;TRESMANN - VIX;21.9783
139;CARNE SUINA SAUDALI PICANHA TEMP KG;TRESMANN - STT;20.7454
141;QUEIJO VENEZA MUSSARELA GRD (*) KG;TRESMANN - STT;33.99
141;QUEIJO VENEZA MUSSARELA GRD (*) KG;TRESMANN - SMJ;33.99
151;OSSADA (D-T-C-S) KG;TRESMANN - SMJ;0.0
151;OSSADA (D-T-C-S) KG;TRESMANN - STT;4.8
152;CARNE BOV MIOLO DA PA (D) KG;TRESMANN - SMJ;14.147
152;CARNE BOV MIOLO DA PA (D) KG;TRESMANN - STT;14.147
155;PEIXES DIVERSOS KG;TRESMANN - SMJ;4.035
155;PEIXES DIVERSOS KG;TRESMANN - STT;4.035
157;CARNE BOV MUSCULO (T) KG;TRESMANN - STT;23.1405
157;CARNE BOV MUSCULO (T) KG;TRESMANN - SMJ;23.1404
158;CARNE BOV PATINHO (T) KG;TRESMANN - STT;23.1405
158;CARNE BOV PATINHO (T) KG;TRESMANN - SMJ;23.1404
165;AVE CHESTER PERDIGAO KG;TRESMANN - STT;27.5757
165;AVE CHESTER PERDIGAO KG;TRESMANN - SMJ;27.58
167;PELANCA BOVINA (D-T-C) KG;TRESMANN - SMJ;0.0
167;PELANCA BOVINA (D-T-C) KG;TRESMANN - STT;0.0
171;PERU REZENDE TEMP * KG;TRESMANN - STT;24.8068
171;PERU REZENDE TEMP * KG;TRESMANN - SMJ;24.8068
172;PERU SADIA TEMP KG;TRESMANN - STT;28.0472
172;PERU SADIA TEMP KG;TRESMANN - SMJ;28.0474
184;LINGUICA PERDIGAO CALAB GROSSA KG;TRESMANN - STT;20.3461
184;LINGUICA PERDIGAO CALAB GROSSA KG;TRESMANN - SMJ;17.905
197;BALA UN;TRESMANN - STT;0.0309
197;BALA UN;TRESMANN - SMJ;0.0309
198;ALHO NACIONAL KG;TRESMANN - VIX;7.0
199;CARNE BOV CONTRA FILE A VACUO KG;TRESMANN - SMJ;30.214
199;CARNE BOV CONTRA FILE A VACUO KG;TRESMANN - STT;30.214
201;AMEIXA NACIONAL KG;TRESMANN - SMJ;11.6667
201;AMEIXA NACIONAL KG;TRESMANN - STT;11.6667
201;AMEIXA NACIONAL KG;TRESMANN - VIX;17.03
206;LARANJA PERA KG;TRESMANN - SMJ;4.25
206;LARANJA PERA KG;TRESMANN - STT;4.25
206;LARANJA PERA KG;TRESMANN - VIX;5.4
239;TESTE;TRESMANN - SMJ;0.0
307;BOMBOM;TRESMANN - SMJ;0.0
499;MARIA MOLE 5UN;TRESMANN - STT;0.0
499;MARIA MOLE 5UN;TRESMANN - SMJ;2.24
504;BATATA INGLESA TIPO 2 KG;TRESMANN - SMJ;6.76
504;BATATA INGLESA TIPO 2 KG;TRESMANN - STT;7.28
545;BATATA YACON KG;TRESMANN - STT;3.89
545;BATATA YACON KG;TRESMANN - SMJ;3.89
545;BATATA YACON KG;TRESMANN - VIX;3.5
547;CAQUI RAMA FORTE KG;TRESMANN - SMJ;9.1667
547;CAQUI RAMA FORTE KG;TRESMANN - VIX;10.73
547;CAQUI RAMA FORTE KG;TRESMANN - STT;9.1667
581;MINI CENOURA MISTER RABBIT 250GR;TRESMANN - SMJ;8.25
581;MINI CENOURA MISTER RABBIT 250GR;TRESMANN - STT;8.25
581;MINI CENOURA MISTER RABBIT 250GR;TRESMANN - VIX;12.75
582;FIGO ROXO BDJ 300GR;TRESMANN - VIX;6.0
601;GRANEL UVA PASSA BRANCA KG;TRESMANN - SMJ;20.0
601;GRANEL UVA PASSA BRANCA KG;TRESMANN - STT;20.0
601;GRANEL UVA PASSA BRANCA KG;TRESMANN - VIX;20.0
602;ORQUIDIA;TRESMANN - SMJ;0.0
652;MANGA PALMER KG;TRESMANN - SMJ;7.5
652;MANGA PALMER KG;TRESMANN - VIX;8.85
652;MANGA PALMER KG;TRESMANN - STT;7.5
653;CEREJA KG;TRESMANN - VIX;45.0
653;CEREJA KG;TRESMANN - SMJ;28.0
653;CEREJA KG;TRESMANN - STT;28.0
678;MORTADELA COFRIL FRANGO 20X500GR;TRESMANN - SMJ;5.9315
678;MORTADELA COFRIL FRANGO 20X500GR;TRESMANN - STT;5.9315
680;SALSICHAO COFRIL 5X1KG;TRESMANN - STT;12.702
680;SALSICHAO COFRIL 5X1KG;TRESMANN - SMJ;12.702
680;SALSICHAO COFRIL 5X1KG;TRESMANN - VIX;12.0654
714;PIMENTAO AMARELO KG;TRESMANN - STT;11.0
714;PIMENTAO AMARELO KG;TRESMANN - SMJ;11.0
714;PIMENTAO AMARELO KG;TRESMANN - VIX;10.5
715;BANANA OURO KG;TRESMANN - VIX;7.5
715;BANANA OURO KG;TRESMANN - STT;6.0
715;BANANA OURO KG;TRESMANN - SMJ;6.0
717;MEIA/CARCACA SUINA C/OSSO C/PELE - COMPOSTO (S) KG;TRESMANN - STT;10.9033
717;MEIA/CARCACA SUINA C/OSSO C/PELE - COMPOSTO (S) KG;TRESMANN - SMJ;11.4085
721;GRANEL AMEIXA SECA S/CAROCO KG;TRESMANN - VIX;24.2255
721;GRANEL AMEIXA SECA S/CAROCO KG;TRESMANN - STT;18.8
721;GRANEL AMEIXA SECA S/CAROCO KG;TRESMANN - SMJ;18.8
739;BROCOLIS HIBRIDO UN;TRESMANN - SMJ;3.25
739;BROCOLIS HIBRIDO UN;TRESMANN - VIX;5.63
739;BROCOLIS HIBRIDO UN;TRESMANN - STT;3.25
742;MELANCIA BABY KG;TRESMANN - SMJ;6.3
742;MELANCIA BABY KG;TRESMANN - STT;6.3
752;MELAO REI AMARELO KG;TRESMANN - VIX;12.75
752;MELAO REI AMARELO KG;TRESMANN - STT;9.0
752;MELAO REI AMARELO KG;TRESMANN - SMJ;9.0
756;ALHO DESCASCADO KG;TRESMANN - STT;5.0
756;ALHO DESCASCADO KG;TRESMANN - SMJ;5.0
759;ACEROLA KG;TRESMANN - STT;1.2
759;ACEROLA KG;TRESMANN - SMJ;15.0
771;GRAPEFRUIT KG;TRESMANN - SMJ;16.9231
771;GRAPEFRUIT KG;TRESMANN - STT;10.0
796;UVA RED GLOBE KG;TRESMANN - SMJ;13.125
796;UVA RED GLOBE KG;TRESMANN - STT;13.125
799;CACAU KG;TRESMANN - SMJ;5.8333
799;CACAU KG;TRESMANN - STT;4.1667
803;PERA WILLIANS KG;TRESMANN - VIX;13.35
803;PERA WILLIANS KG;TRESMANN - STT;9.4444
803;PERA WILLIANS KG;TRESMANN - SMJ;9.4444
804;MILHO VERDE ESPIGA UND;TRESMANN - VIX;1.11
804;MILHO VERDE ESPIGA UND;TRESMANN - SMJ;0.8
804;MILHO VERDE ESPIGA UND;TRESMANN - STT;0.8
809;KIWI NACIONAL KG;TRESMANN - VIX;11.66
850;CARNE SUINA COSTELA SAUDALI TEMP KG;TRESMANN - SMJ;19.5425
850;CARNE SUINA COSTELA SAUDALI TEMP KG;TRESMANN - STT;19.341
850;CARNE SUINA COSTELA SAUDALI TEMP KG;TRESMANN - VIX;20.0075
869;QUEIJO SELITA COALHO KG;TRESMANN - VIX;40.5308
870;CARAMBOLA KG;TRESMANN - VIX;8.63
870;CARAMBOLA KG;TRESMANN - STT;9.0
870;CARAMBOLA KG;TRESMANN - SMJ;9.0
880;MELAO CEPI AMARELO KG;TRESMANN - SMJ;7.0
880;MELAO CEPI AMARELO KG;TRESMANN - VIX;10.5
880;MELAO CEPI AMARELO KG;TRESMANN - STT;7.0
889;UVA BENITAKA KG;TRESMANN - SMJ;10.625
889;UVA BENITAKA KG;TRESMANN - STT;11.0
904;LINGUICA SEARA CALABR GROSSA KG;TRESMANN - SMJ;19.3093
904;LINGUICA SEARA CALABR GROSSA KG;TRESMANN - STT;18.684
904;LINGUICA SEARA CALABR GROSSA KG;TRESMANN - VIX;19.802
905;CARNE SUINA LOMBO SAUDALI TEMP KG;TRESMANN - STT;18.33
905;CARNE SUINA LOMBO SAUDALI TEMP KG;TRESMANN - SMJ;18.4725
905;CARNE SUINA LOMBO SAUDALI TEMP KG;TRESMANN - VIX;19.0683
908;FRANGO KIFRANGO IN NATURA CONG KG;TRESMANN - SMJ;9.4886
908;FRANGO KIFRANGO IN NATURA CONG KG;TRESMANN - STT;10.2667
910;CARNE SUINA PERNIL SAUDALI TEMP S/OSSO KG;TRESMANN - STT;21.3925
910;CARNE SUINA PERNIL SAUDALI TEMP S/OSSO KG;TRESMANN - SMJ;18.866
910;CARNE SUINA PERNIL SAUDALI TEMP S/OSSO KG;TRESMANN - VIX;27.081
917;COXA S/COXA FRG KIFRANGO CONG KG;TRESMANN - SMJ;6.4875
917;COXA S/COXA FRG KIFRANGO CONG KG;TRESMANN - STT;7.3868
925;PIMENTA KG;TRESMANN - STT;12.0
925;PIMENTA KG;TRESMANN - SMJ;20.0
933;MANGOSTIM KG;TRESMANN - SMJ;13.0
933;MANGOSTIM KG;TRESMANN - VIX;37.5
933;MANGOSTIM KG;TRESMANN - STT;13.0
936;ACAFRAO KG;TRESMANN - SMJ;3.5
936;ACAFRAO KG;TRESMANN - STT;4.0
938;CARNE SUINA PALETA (S) KG;TRESMANN - STT;10.9033
938;CARNE SUINA PALETA (S) KG;TRESMANN - SMJ;11.4085
939;CARNE SUINA PERNIL C/TOUC (S) KG;TRESMANN - STT;10.9033
939;CARNE SUINA PERNIL C/TOUC (S) KG;TRESMANN - SMJ;11.4085
940;LINGUICA COFRIL PERNIL APIMENTADA KG;TRESMANN - STT;24.2318
940;LINGUICA COFRIL PERNIL APIMENTADA KG;TRESMANN - SMJ;24.2318
942;BANANA MACA KG;TRESMANN - VIX;4.5
948;CARNE SUINA SAUDALI FRALDINHA TEMP KG;TRESMANN - STT;17.5117
948;CARNE SUINA SAUDALI FRALDINHA TEMP KG;TRESMANN - SMJ;19.1492
958;QUEIJO SUNNY DAY MINAS PADRAO KG;TRESMANN - SMJ;37.4
958;QUEIJO SUNNY DAY MINAS PADRAO KG;TRESMANN - VIX;37.4
958;QUEIJO SUNNY DAY MINAS PADRAO KG;TRESMANN - STT;37.3992
963;QUEIJO BIMBO CABACINHA 3X1KG;TRESMANN - STT;41.5
963;QUEIJO BIMBO CABACINHA 3X1KG;TRESMANN - VIX;41.5
963;QUEIJO BIMBO CABACINHA 3X1KG;TRESMANN - SMJ;41.5
970;CONSUMO - PAO FRANCES KG;TRESMANN - STT;0.0
970;CONSUMO - PAO FRANCES KG;TRESMANN - SMJ;0.0
970;CONSUMO - PAO FRANCES KG;TRESMANN - VIX;0.0
989;REQUEIJAO SUNNY DAY KG;TRESMANN - STT;37.4
989;REQUEIJAO SUNNY DAY KG;TRESMANN - SMJ;37.4
998;FRAMBOESA KG;TRESMANN - STT;12.0
998;FRAMBOESA KG;TRESMANN - SMJ;130.0
1015;QUEIJO BIMBO RICOTA FRESCA KG;TRESMANN - STT;15.4
1015;QUEIJO BIMBO RICOTA FRESCA KG;TRESMANN - VIX;15.4
1015;QUEIJO BIMBO RICOTA FRESCA KG;TRESMANN - SMJ;15.4
1029;QUEIJO SELITA LANCHE KG;TRESMANN - VIX;40.0928
1029;QUEIJO SELITA LANCHE KG;TRESMANN - STT;38.8991
1029;QUEIJO SELITA LANCHE KG;TRESMANN - SMJ;38.9004
1031;QUEIJO VENEZA MUSSARELA PECA KG;TRESMANN - VIX;44.8896
1031;QUEIJO VENEZA MUSSARELA PECA KG;TRESMANN - SMJ;44.8898
1031;QUEIJO VENEZA MUSSARELA PECA KG;TRESMANN - STT;44.8898
1037;LIMAO SICILIANO KG;TRESMANN - SMJ;7.3333
1037;LIMAO SICILIANO KG;TRESMANN - STT;6.6667
1037;LIMAO SICILIANO KG;TRESMANN - VIX;11.25
1051;CARNE BOV PAULISTINHA (D) KG;TRESMANN - STT;14.147
1051;CARNE BOV PAULISTINHA (D) KG;TRESMANN - SMJ;14.147
1053;CARNE BOV CAPA DE FILE (T) KG;TRESMANN - STT;23.1405
1053;CARNE BOV CAPA DE FILE (T) KG;TRESMANN - SMJ;23.1404
1054;CARNE BOV MAMINHA DA ALCATRA (T) KG;TRESMANN - STT;23.1405
1054;CARNE BOV MAMINHA DA ALCATRA (T) KG;TRESMANN - SMJ;23.1404
1055;CARNE BOV CAPA DO CHA DENTRO (T) KG;TRESMANN - SMJ;23.1404
1055;CARNE BOV CAPA DO CHA DENTRO (T) KG;TRESMANN - STT;23.1405
1067;QUEIJO BIMBO MUSSARELA (*) KG;TRESMANN - SMJ;27.9005
1067;QUEIJO BIMBO MUSSARELA (*) KG;TRESMANN - STT;26.5
1068;TOMATE ITALIANO KG;TRESMANN - STT;7.0
1068;TOMATE ITALIANO KG;TRESMANN - VIX;9.75
1068;TOMATE ITALIANO KG;TRESMANN - SMJ;7.0
1069;ALHO DENTE KG;TRESMANN - VIX;4.0
1069;ALHO DENTE KG;TRESMANN - STT;4.0
1069;ALHO DENTE KG;TRESMANN - SMJ;4.0
1071;QUEIJO BOM DESTINO BUFALA BOLA CEREJA POTE 250GR;TRESMANN - SMJ;21.0
1071;QUEIJO BOM DESTINO BUFALA BOLA CEREJA POTE 250GR;TRESMANN - STT;21.0
1071;QUEIJO BOM DESTINO BUFALA BOLA CEREJA POTE 250GR;TRESMANN - VIX;20.9
1079;MEXIRICA MORCOTE KG;TRESMANN - STT;9.0
1079;MEXIRICA MORCOTE KG;TRESMANN - SMJ;9.0
1079;MEXIRICA MORCOTE KG;TRESMANN - VIX;10.5
1081;COXINHA CARNE DE FRANGO 750GR;TRESMANN - SMJ;0.0
1084;PASTEL CARNE BOVINA 750GR;TRESMANN - SMJ;0.0
1093;QUEIJO PUREZA MUSSARELA (*) KG;TRESMANN - SMJ;28.0
1095;CREME RICOTA BIMBO 24X200GR;TRESMANN - VIX;2.6
1095;CREME RICOTA BIMBO 24X200GR;TRESMANN - STT;2.6
1095;CREME RICOTA BIMBO 24X200GR;TRESMANN - SMJ;2.6
1127;TAMARA C/CAROÇO KG;TRESMANN - STT;34.0
1127;TAMARA C/CAROÇO KG;TRESMANN - SMJ;34.0
1128;PINHA KG;TRESMANN - VIX;20.63
1250;PAO FRANCES KG ;TRESMANN - SMJ;6.49
1250;PAO FRANCES KG ;TRESMANN - VIX;6.49
1250;PAO FRANCES KG ;TRESMANN - STT;6.49
1251;PAO FRANCES INTEGRAL KG;TRESMANN - VIX;9.05
1251;PAO FRANCES INTEGRAL KG;TRESMANN - SMJ;9.05
1251;PAO FRANCES INTEGRAL KG;TRESMANN - STT;9.05
1253;TORRADA NATURAL KG;TRESMANN - VIX;3.83
1253;TORRADA NATURAL KG;TRESMANN - STT;3.83
1253;TORRADA NATURAL KG;TRESMANN - SMJ;3.83
1270;PAO DOCE KG;TRESMANN - STT;7.24
1270;PAO DOCE KG;TRESMANN - SMJ;7.24
1289;CEBOLA ROXA KG;TRESMANN - SMJ;9.0
1289;CEBOLA ROXA KG;TRESMANN - STT;8.0
1289;CEBOLA ROXA KG;TRESMANN - VIX;14.18
1309;ALECRIM UN;TRESMANN - SMJ;0.6
1309;ALECRIM UN;TRESMANN - STT;0.5
1309;ALECRIM UN;TRESMANN - VIX;2.85
1349;TORTA GRATINADA FRANGO KG;TRESMANN - SMJ;8.99
1349;TORTA GRATINADA FRANGO KG;TRESMANN - STT;9.8
1395;CEBOLA BRANCA IMPORTADA KG;TRESMANN - STT;7.0
1395;CEBOLA BRANCA IMPORTADA KG;TRESMANN - SMJ;7.0
1395;CEBOLA BRANCA IMPORTADA KG;TRESMANN - VIX;6.98
1455;TENDER SEARA FIESTA BOLINHA KG;TRESMANN - SMJ;38.5387
1455;TENDER SEARA FIESTA BOLINHA KG;TRESMANN - VIX;38.5376
1455;TENDER SEARA FIESTA BOLINHA KG;TRESMANN - STT;38.5377
1475;LINGUICA FRISA FRG KG;TRESMANN - STT;11.742
1475;LINGUICA FRISA FRG KG;TRESMANN - SMJ;11.9744
1526;QUEIJO VENEZA MUSSARELA C/PIMENTA CALABRESA KG;TRESMANN - VIX;45.1891
1526;QUEIJO VENEZA MUSSARELA C/PIMENTA CALABRESA KG;TRESMANN - STT;45.1897
1526;QUEIJO VENEZA MUSSARELA C/PIMENTA CALABRESA KG;TRESMANN - SMJ;45.1909
1675;ROMA KG;TRESMANN - VIX;52.5
1675;ROMA KG;TRESMANN - SMJ;33.3333
1675;ROMA KG;TRESMANN - STT;33.3333
1786;BATATA ASTERIX UN;TRESMANN - VIX;0.0
1878;TESTE;TRESMANN - VIX;0.0
1878;TESTE;TRESMANN - STT;0.0
1878;TESTE;TRESMANN - SMJ;0.0
10001;PEITO DE FRANGO TESTE;TRESMANN - SMJ;0.0
10004;COCA COLA 2LTS;TRESMANN - SMJ;0.0
10005;COCA COLA 600ML;TRESMANN - SMJ;0.0
10007;REFRIG COCA COLA LT;TRESMANN - SMJ;0.0
10033;ACUCAR CRISTAL PAINEIRAS 15X2KG;TRESMANN - SMJ;6.7352
10033;ACUCAR CRISTAL PAINEIRAS 15X2KG;TRESMANN - STT;6.74
10033;ACUCAR CRISTAL PAINEIRAS 15X2KG;TRESMANN - VIX;6.77
10034;ACUCAR CRISTAL PAINEIRAS 6X5KG;TRESMANN - STT;16.71
10034;ACUCAR CRISTAL PAINEIRAS 6X5KG;TRESMANN - SMJ;16.7114
10034;ACUCAR CRISTAL PAINEIRAS 6X5KG;TRESMANN - VIX;16.8
10035;ACUCAR CRISTAL SANTA ISABEL 10X2KG;TRESMANN - VIX;6.42
10035;ACUCAR CRISTAL SANTA ISABEL 10X2KG;TRESMANN - STT;6.92
10035;ACUCAR CRISTAL SANTA ISABEL 10X2KG;TRESMANN - SMJ;6.8346
10036;ACUCAR CRISTAL SANTA ISABEL 6X5KG;TRESMANN - SMJ;16.9003
10036;ACUCAR CRISTAL SANTA ISABEL 6X5KG;TRESMANN - STT;17.1
10036;ACUCAR CRISTAL SANTA ISABEL 6X5KG;TRESMANN - VIX;16.49
10041;ACUCAR REFINADO UNIAO 10X1KG;TRESMANN - VIX;5.24
10041;ACUCAR REFINADO UNIAO 10X1KG;TRESMANN - STT;5.09
10041;ACUCAR REFINADO UNIAO 10X1KG;TRESMANN - SMJ;5.0926
10045;ARROZ CACAROLA PARB TI 6X5KG;TRESMANN - SMJ;18.92
10045;ARROZ CACAROLA PARB TI 6X5KG;TRESMANN - STT;29.08
10054;ARROZ PALMARES I 30X1KG;TRESMANN - STT;5.48
10054;ARROZ PALMARES I 30X1KG;TRESMANN - VIX;3.73
10054;ARROZ PALMARES I 30X1KG;TRESMANN - SMJ;5.4833
10055;ARROZ PALMARES I 6X5KG;TRESMANN - SMJ;27.42
10055;ARROZ PALMARES I 6X5KG;TRESMANN - STT;27.42
10056;ARROZ PALMARES II 30X1KG;TRESMANN - SMJ;5.3667
10056;ARROZ PALMARES II 30X1KG;TRESMANN - STT;5.37
10056;ARROZ PALMARES II 30X1KG;TRESMANN - VIX;3.6
10057;ARROZ PALMARES II 6X5KG;TRESMANN - STT;26.83
10057;ARROZ PALMARES II 6X5KG;TRESMANN - SMJ;26.83
10060;ARROZ SEPE BIANCO I 6X5KG;TRESMANN - VIX;23.28
10060;ARROZ SEPE BIANCO I 6X5KG;TRESMANN - STT;28.53
10060;ARROZ SEPE BIANCO I 6X5KG;TRESMANN - SMJ;24.8333
10062;ARROZ SEPE PARBOILIZADO T1 6X5KG;TRESMANN - STT;25.0
10062;ARROZ SEPE PARBOILIZADO T1 6X5KG;TRESMANN - SMJ;25.0
10070;AGUARDENTE DOMADA 12X900ML;TRESMANN - STT;9.91
10070;AGUARDENTE DOMADA 12X900ML;TRESMANN - SMJ;9.9067
10077;AGUA MINERAL CAMPINHO 12X500ML;TRESMANN - STT;0.98
10077;AGUA MINERAL CAMPINHO 12X500ML;TRESMANN - SMJ;1.05
10082;AGUA MINERAL PEDRA AZUL SPORT S/GAS 12X510ML;TRESMANN - VIX;1.5342
10082;AGUA MINERAL PEDRA AZUL SPORT S/GAS 12X510ML;TRESMANN - STT;1.53
10082;AGUA MINERAL PEDRA AZUL SPORT S/GAS 12X510ML;TRESMANN - SMJ;1.5342
10083;AGUA TONICA ANTARCTICA LT 12X350ML;TRESMANN - VIX;2.51
10083;AGUA TONICA ANTARCTICA LT 12X350ML;TRESMANN - STT;2.51
10083;AGUA TONICA ANTARCTICA LT 12X350ML;TRESMANN - SMJ;2.51
10084;AGUA TONICA SCHWEPPES 6X350ML;TRESMANN - VIX;2.64
10084;AGUA TONICA SCHWEPPES 6X350ML;TRESMANN - SMJ;2.64
10084;AGUA TONICA SCHWEPPES 6X350ML;TRESMANN - STT;2.4
10092;AGUARDENTE OURO CANA 12X900ML;TRESMANN - SMJ;7.0094
10092;AGUARDENTE OURO CANA 12X900ML;TRESMANN - STT;7.01
10093;AGUARDENTE PIRASSUNUNGA 51 12X965ML;TRESMANN - STT;14.29
10093;AGUARDENTE PIRASSUNUNGA 51 12X965ML;TRESMANN - SMJ;12.99
10095;AGUARDENTE VELHO BARREIRO 12X910ML;TRESMANN - STT;13.14
10095;AGUARDENTE VELHO BARREIRO 12X910ML;TRESMANN - SMJ;13.2
10097;OLEO SOJA SOYA PET 20X900ML;TRESMANN - STT;6.82
10097;OLEO SOJA SOYA PET 20X900ML;TRESMANN - SMJ;6.82
10097;OLEO SOJA SOYA PET 20X900ML;TRESMANN - VIX;5.23
10100;SAL GLOBO GRIL P/CHURRASCO 30X1KG;TRESMANN - VIX;1.8
10100;SAL GLOBO GRIL P/CHURRASCO 30X1KG;TRESMANN - SMJ;1.8
10100;SAL GLOBO GRIL P/CHURRASCO 30X1KG;TRESMANN - STT;1.8
10103;BATIDA REGGIANI AMENDOIM 6X900ML;TRESMANN - SMJ;18.66
10103;BATIDA REGGIANI AMENDOIM 6X900ML;TRESMANN - STT;18.6633
10104;SAL GLOBO REFINADO 30X1KG;TRESMANN - STT;1.6
10104;SAL GLOBO REFINADO 30X1KG;TRESMANN - VIX;1.6
10104;SAL GLOBO REFINADO 30X1KG;TRESMANN - SMJ;1.6
10106;BATIDA REGGIANI CANELA 6X900ML;TRESMANN - SMJ;14.81
10106;BATIDA REGGIANI CANELA 6X900ML;TRESMANN - STT;15.6083
10110;BITTER REGGIANI 12X900ML;TRESMANN - SMJ;22.3368
10110;BITTER REGGIANI 12X900ML;TRESMANN - STT;22.34
10118;TRIGO N1 C/ FERMENTO 10X1KG;TRESMANN - STT;5.88
10118;TRIGO N1 C/ FERMENTO 10X1KG;TRESMANN - SMJ;5.99
10120;TRIGO REGINA PAPEL 10X1KG;TRESMANN - STT;4.49
10120;TRIGO REGINA PAPEL 10X1KG;TRESMANN - SMJ;4.488
10120;TRIGO REGINA PAPEL 10X1KG;TRESMANN - VIX;4.96
10123;CATUABA REGGIANI 12X900ML;TRESMANN - SMJ;10.25
10123;CATUABA REGGIANI 12X900ML;TRESMANN - STT;10.25
10131;CERVEJA SKOL CARACU LONG NECK 6X355ML;TRESMANN - SMJ;4.16
10133;CERVEJA SKOL LATA 12X350ML;TRESMANN - SMJ;2.9083
10133;CERVEJA SKOL LATA 12X350ML;TRESMANN - VIX;2.91
10133;CERVEJA SKOL LATA 12X350ML;TRESMANN - STT;2.9083
10137;CONHAQUE DREHER 12X900ML;TRESMANN - SMJ;18.45
10137;CONHAQUE DREHER 12X900ML;TRESMANN - VIX;17.6
10137;CONHAQUE DREHER 12X900ML;TRESMANN - STT;18.45
10140;FERNET THOQUINO 6X900ML;TRESMANN - SMJ;19.49
10140;FERNET THOQUINO 6X900ML;TRESMANN - STT;21.49
10142;GIN SEARGERS 980ML;TRESMANN - VIX;40.83
10142;GIN SEARGERS 980ML;TRESMANN - SMJ;36.745
10142;GIN SEARGERS 980ML;TRESMANN - STT;38.81
10144;ICE OFF LEMON 12X275ML;TRESMANN - STT;2.58
10144;ICE OFF LEMON 12X275ML;TRESMANN - SMJ;2.58
10145;ICE OFF TANGERINA 12X275ML;TRESMANN - SMJ;2.58
10145;ICE OFF TANGERINA 12X275ML;TRESMANN - STT;2.5817
10150;JURUBEBA LEAO NORTE 12X600ML;TRESMANN - SMJ;12.88
10150;JURUBEBA LEAO NORTE 12X600ML;TRESMANN - STT;12.88
10154;LICOR AMARULA 750ML;TRESMANN - SMJ;105.1567
10154;LICOR AMARULA 750ML;TRESMANN - STT;105.16
10154;LICOR AMARULA 750ML;TRESMANN - VIX;105.16
10155;LICOR REGGIANI MENTA PEPPERMINT 12X950ML;TRESMANN - SMJ;14.47
10155;LICOR REGGIANI MENTA PEPPERMINT 12X950ML;TRESMANN - STT;13.41
10159;PARATUDO RAIZES AMARGAS 12X900ML;TRESMANN - SMJ;12.6
10159;PARATUDO RAIZES AMARGAS 12X900ML;TRESMANN - STT;10.98
10162;ENERGETICO RED BULL ENERGY DRINK 250ML;TRESMANN - VIX;6.49
10162;ENERGETICO RED BULL ENERGY DRINK 250ML;TRESMANN - STT;6.89
