CODIGO;NOME;LOJA;NOME_FANTASIA;ESTOQUE ATUAL;VCTO_MEDIO;VENDA MEDIA
48677;CONDICIONADOR J&J BABY CACHEADOS 12X200ML;TRESMANN - SMJ;COTACAO - HIGIENE;20.0;838.0;0.6666666666666666
48682;ADOCANTE ZERO-CAL SUCRALOSE 12X100ML;TRESMANN - STT;COTACAO - MERCEARIA;16.0;847.4;8.833333333333332
48682;ADOCANTE ZERO-CAL SUCRALOSE 12X100ML;TRESMANN - SMJ;COTACAO - MERCEARIA;29.0;905.2;2.083333333333333
48682;ADOCANTE ZERO-CAL SUCRALOSE 12X100ML;TRESMANN - VIX;COTACAO - MERCEARIA;15.0;875.2;5.333333333333334
48718;SHAMPOO CLEAR ANTICASPA 2X1 LIMPEZA DIA 12X400ML;TRESMANN - VIX;COTACAO - HIGIENE;8.0;1004.33;1.1666666666666667
48718;SHAMPOO CLEAR ANTICASPA 2X1 LIMPEZA DIA 12X400ML;TRESMANN - STT;COTACAO - HIGIENE;9.0;777.2;2.2083333333333335
48718;SHAMPOO CLEAR ANTICASPA 2X1 LIMPEZA DIA 12X400ML;TRESMANN - SMJ;COTACAO - HIGIENE;12.0;1038.2;3.5416666666666665
48727;LAVA ROUPAS OLA BEBE 12X500ML;TRESMANN - VIX;COTACAO - LIMPEZA;6.0;604.0;7.291666666666667
48727;LAVA ROUPAS OLA BEBE 12X500ML;TRESMANN - STT;COTACAO - LIMPEZA;1.0;715.8;2.375
48727;LAVA ROUPAS OLA BEBE 12X500ML;TRESMANN - SMJ;COTACAO - LIMPEZA;35.0;907.2;1.9583333333333333
48744;GRANOLA WS + AÇAI NATURAIS 20X500GR;TRESMANN - VIX;WS NATURAIS INDUSTRIA E COMERC;39.0;226.0;11.375
48744;GRANOLA WS + AÇAI NATURAIS 20X500GR;TRESMANN - SMJ;WS NATURAIS INDUSTRIA E COMERC;14.0;221.6;4.75
48744;GRANOLA WS + AÇAI NATURAIS 20X500GR;TRESMANN - STT;WS NATURAIS INDUSTRIA E COMERC;39.0;200.6;7.916666666666667
48763;SUCO DAFRUTA CONCENTRADO CAJU 6X1LT;TRESMANN - SMJ;COTACAO - MERCEARIA;32.0;209.8;16.916666666666668
48763;SUCO DAFRUTA CONCENTRADO CAJU 6X1LT;TRESMANN - VIX;COTACAO - MERCEARIA;15.0;210.2;10.208333333333332
48763;SUCO DAFRUTA CONCENTRADO CAJU 6X1LT;TRESMANN - STT;COTACAO - MERCEARIA;55.0;216.0;21.541666666666664
48764;SUCO DAFRUTA CONCENTRADO MARACUJA 6X1LT;TRESMANN - VIX;COTACAO - MERCEARIA;4.0;219.4;5.916666666666666
48764;SUCO DAFRUTA CONCENTRADO MARACUJA 6X1LT;TRESMANN - STT;COTACAO - MERCEARIA;0.0;196.0;13.083333333333332
48764;SUCO DAFRUTA CONCENTRADO MARACUJA 6X1LT;TRESMANN - SMJ;COTACAO - MERCEARIA;19.0;216.0;11.916666666666668
48785;BISCOITO VALE D PRATA POLV ESCALDADO 170G;TRESMANN - STT;VALE DO PRATA INDUSTRIA ALIMEN;37.0;144.8;4.375
48785;BISCOITO VALE D PRATA POLV ESCALDADO 170G;TRESMANN - SMJ;VALE DO PRATA INDUSTRIA ALIMEN;26.0;143.0;11.416666666666668
48788;BISCOITO VALE D PRATA PAPA-OVO 170G;TRESMANN - STT;VALE DO PRATA INDUSTRIA ALIMEN;9.0;147.4;22.708333333333336
48788;BISCOITO VALE D PRATA PAPA-OVO 170G;TRESMANN - SMJ;VALE DO PRATA INDUSTRIA ALIMEN;15.0;119.4;25.416666666666664
48797;DESODORANTE NIVEA AERO DERMO CLAREADOR 12X150ML;TRESMANN - STT;COTACAO - HIGIENE;10.0;945.8;3.875
48797;DESODORANTE NIVEA AERO DERMO CLAREADOR 12X150ML;TRESMANN - SMJ;COTACAO - HIGIENE;21.0;807.6;2.25
48805;APARELHO BARB BIC COMFORT3 BLACK NIGHT 6X12X2UN;TRESMANN - SMJ;COTACAO - HIGIENE;28.0;1856.2;3.5833333333333335
48805;APARELHO BARB BIC COMFORT3 BLACK NIGHT 6X12X2UN;TRESMANN - STT;COTACAO - HIGIENE;0.0;629.6;2.5
48807;TOALHA UMED HUGGIES CLASSIC VERDE 24X48UN;TRESMANN - STT;COTACAO - HIGIENE;49.0;739.8;10.666666666666666
48807;TOALHA UMED HUGGIES CLASSIC VERDE 24X48UN;TRESMANN - SMJ;COTACAO - HIGIENE;36.0;518.2;20.708333333333336
48807;TOALHA UMED HUGGIES CLASSIC VERDE 24X48UN;TRESMANN - VIX;COTACAO - HIGIENE;6.0;580.0;16.666666666666668
48808;ACUCAR REFINADO SANTA ISABEL 10X1KG;TRESMANN - SMJ;USINA SANTA ISABEL LTDA;14.0;657.6;56.75
48808;ACUCAR REFINADO SANTA ISABEL 10X1KG;TRESMANN - VIX;USINA SANTA ISABEL LTDA;10.0;611.2;22.958333333333336
48808;ACUCAR REFINADO SANTA ISABEL 10X1KG;TRESMANN - STT;USINA SANTA ISABEL LTDA;115.0;695.2;72.45833333333334
48809;ISQUEIRO BIC MAXI BLISTER 50X1UND;TRESMANN - VIX;COTACAO - UTILIDADES;-6.0;1019.33;6.5
48809;ISQUEIRO BIC MAXI BLISTER 50X1UND;TRESMANN - STT;COTACAO - UTILIDADES;0.0;772.4;6.25
48809;ISQUEIRO BIC MAXI BLISTER 50X1UND;TRESMANN - SMJ;COTACAO - UTILIDADES;0.0;893.2;4.125
48841;BISNAGUINHA WICKBOLD T. MONICA INTEGRAL 300GR;TRESMANN - STT;CIPRIANO;1.0;18.2;2.625
48863;SHAMPOO PANTENE LISO EXTREMO 12X400ML;TRESMANN - STT;COTACAO - HIGIENE;3.0;573.0;1.2083333333333333
48863;SHAMPOO PANTENE LISO EXTREMO 12X400ML;TRESMANN - VIX;COTACAO - HIGIENE;1.0;902.2;3.25
48863;SHAMPOO PANTENE LISO EXTREMO 12X400ML;TRESMANN - SMJ;COTACAO - HIGIENE;31.0;913.2;3.8333333333333335
48865;SHAMPOO PANTENE RESTAURACAO 12X400ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;759.2;1.5833333333333333
48865;SHAMPOO PANTENE RESTAURACAO 12X400ML;TRESMANN - SMJ;COTACAO - HIGIENE;21.0;924.2;3.833333333333333
48907;CREME NOVEX TRAT BROTO DE BAMBU 6X1KG;TRESMANN - SMJ;COTACAO - HIGIENE;18.0;1023.6;1.0416666666666665
48907;CREME NOVEX TRAT BROTO DE BAMBU 6X1KG;TRESMANN - STT;COTACAO - HIGIENE;3.0;820.0;0.9166666666666667
48917;BOLINHO BAUDUCCO BAUN/MOR 16X40GR;TRESMANN - SMJ;DPP - BAUDUCCO;131.0;151.2;72.41666666666666
48917;BOLINHO BAUDUCCO BAUN/MOR 16X40GR;TRESMANN - VIX;DPP - BAUDUCCO;265.0;139.4;51.45833333333333
48917;BOLINHO BAUDUCCO BAUN/MOR 16X40GR;TRESMANN - STT;DPP - BAUDUCCO;-27.0;198.2;68.875
48918;BOLINHO BAUDUCCO DUPLO CHOC 16X40GR;TRESMANN - VIX;DPP - BAUDUCCO;124.0;196.4;69.91666666666666
48918;BOLINHO BAUDUCCO DUPLO CHOC 16X40GR;TRESMANN - SMJ;DPP - BAUDUCCO;72.0;217.0;86.375
48918;BOLINHO BAUDUCCO DUPLO CHOC 16X40GR;TRESMANN - STT;DPP - BAUDUCCO;156.0;208.2;80.04166666666666
48926;DESODORANTE REXONA AERO REG AP ACTIVE 12X90GR;TRESMANN - STT;COTACAO - HIGIENE;14.0;1031.2;8.833333333333334
48926;DESODORANTE REXONA AERO REG AP ACTIVE 12X90GR;TRESMANN - SMJ;COTACAO - HIGIENE;8.0;1024.2;10.416666666666668
48935;DESODORANTE REXONA AERO MEN REG V- 8 12X90GR;TRESMANN - SMJ;COTACAO - HIGIENE;11.0;1068.6;7.25
48935;DESODORANTE REXONA AERO MEN REG V- 8 12X90GR;TRESMANN - STT;COTACAO - HIGIENE;0.0;1019.0;7.25
48937;PAO WICKBOLD GRAO CHIA E MACADAMIA 400GR;TRESMANN - VIX;CIPRIANO;2.0;30.0;31.708333333333332
48937;PAO WICKBOLD GRAO CHIA E MACADAMIA 400GR;TRESMANN - STT;CIPRIANO;10.0;25.8;8.291666666666668
48955;CAFE 3 CORACOES SOLUVEL DESCAFEINADO PLAT 50GR;TRESMANN - STT;TRES CORACOES;4.0;969.8;3.0833333333333335
48955;CAFE 3 CORACOES SOLUVEL DESCAFEINADO PLAT 50GR;TRESMANN - SMJ;TRES CORACOES;14.0;915.8;1.4166666666666667
48956;CAPUCCINNO 3 CORACOES CHOC SACHE 20GR;TRESMANN - SMJ;TRES CORACOES;32.0;307.6;22.416666666666664
48956;CAPUCCINNO 3 CORACOES CHOC SACHE 20GR;TRESMANN - STT;TRES CORACOES;64.0;327.6;32.541666666666664
48956;CAPUCCINNO 3 CORACOES CHOC SACHE 20GR;TRESMANN - VIX;TRES CORACOES;122.0;276.6;16.375
48960;CAFE 3 CORACOES GOURMET A VACUO 250GR;TRESMANN - SMJ;TRES CORACOES;20.0;396.2;0.375
48960;CAFE 3 CORACOES GOURMET A VACUO 250GR;TRESMANN - STT;TRES CORACOES;17.0;441.6;1.125
48963;CAPPUCCINO 3 CORACOES BAUNILHA SACHE 20GR;TRESMANN - SMJ;TRES CORACOES;70.0;305.2;23.333333333333336
48963;CAPPUCCINO 3 CORACOES BAUNILHA SACHE 20GR;TRESMANN - STT;TRES CORACOES;46.0;285.4;36.91666666666667
48963;CAPPUCCINO 3 CORACOES BAUNILHA SACHE 20GR;TRESMANN - VIX;TRES CORACOES;77.0;278.0;12.458333333333334
49035;DESENTUPIDOR PO FORCA AZUL 12X300GR;TRESMANN - SMJ;COTACAO - LIMPEZA;0.0;705.2;0.4583333333333333
49035;DESENTUPIDOR PO FORCA AZUL 12X300GR;TRESMANN - STT;COTACAO - LIMPEZA;0.0;1005.67;0.25
49035;DESENTUPIDOR PO FORCA AZUL 12X300GR;TRESMANN - VIX;COTACAO - LIMPEZA;0.0;294.0;0.25
49067;RALADOR TRAMONTINA UNIVERSAL INOX UTILITA;TRESMANN - SMJ;TRAMONTINA SUDESTE S/A;7.0;951.2;0.6666666666666666
49067;RALADOR TRAMONTINA UNIVERSAL INOX UTILITA;TRESMANN - STT;TRAMONTINA SUDESTE S/A;2.0;771.4;0.7083333333333334
49100;MASSA LIANE SEMOLA C/OVOS NINHO N2 20X500G;TRESMANN - STT;LIANE;6.0;647.67;1.4166666666666667
49100;MASSA LIANE SEMOLA C/OVOS NINHO N2 20X500G;TRESMANN - SMJ;LIANE;4.0;592.0;0.6666666666666666
49123;ARROZ SEPE JAPONES CURTO 30X1;TRESMANN - STT;COTACAO - ARROZ;1.0;271.4;11.166666666666666
49123;ARROZ SEPE JAPONES CURTO 30X1;TRESMANN - VIX;COTACAO - ARROZ;16.0;186.4;5.958333333333333
49123;ARROZ SEPE JAPONES CURTO 30X1;TRESMANN - SMJ;COTACAO - ARROZ;140.0;324.0;5.875
49128;F.LIDER MINI BRINQ ARANHA UN;TRESMANN - STT;LIDER FESTAS;12.0;764.8;1.0
49128;F.LIDER MINI BRINQ ARANHA UN;TRESMANN - SMJ;LIDER FESTAS;12.0;432.2;0.16666666666666666
49240;DESODORANTE REXONA AERO MEN INVISIBLE 12X90GR;TRESMANN - SMJ;COTACAO - HIGIENE;15.0;990.0;1.7916666666666667
49240;DESODORANTE REXONA AERO MEN INVISIBLE 12X90GR;TRESMANN - STT;COTACAO - HIGIENE;0.0;867.6;1.6666666666666667
49258;AMACIANTE VIDA MACIA GLICERINA&CAMOMILA 12X500ML;TRESMANN - VIX;CRIA SIM;3.0;617.2;10.541666666666668
49258;AMACIANTE VIDA MACIA GLICERINA&CAMOMILA 12X500ML;TRESMANN - SMJ;CRIA SIM;22.0;716.4;4.5
49258;AMACIANTE VIDA MACIA GLICERINA&CAMOMILA 12X500ML;TRESMANN - STT;CRIA SIM;16.0;746.8;14.25
49272;NESTON INST 3 CEREAIS 12X210GR;TRESMANN - SMJ;NESTLE BRASIL LTDA.;5.0;201.2;4.625
49272;NESTON INST 3 CEREAIS 12X210GR;TRESMANN - STT;NESTLE BRASIL LTDA.;11.0;188.4;14.125
49272;NESTON INST 3 CEREAIS 12X210GR;TRESMANN - VIX;NESTLE BRASIL LTDA.;8.0;189.8;3.5833333333333335
49285;PAO WICKBOLD 100% INTEGRAL GIRASSOL E CASTAN 400GR;TRESMANN - SMJ;CIPRIANO;2.0;24.2;0.875
49285;PAO WICKBOLD 100% INTEGRAL GIRASSOL E CASTAN 400GR;TRESMANN - VIX;CIPRIANO;-3.0;30.2;29.375
49285;PAO WICKBOLD 100% INTEGRAL GIRASSOL E CASTAN 400GR;TRESMANN - STT;CIPRIANO;5.0;28.2;15.291666666666666
49295;TORRADA AMANTEIGADA KG;TRESMANN - STT;TRESMANN - SMJ;-17.844;0.0;4.630333333333333
49295;TORRADA AMANTEIGADA KG;TRESMANN - VIX;TRESMANN - SMJ;-297.864;0.0;25.546416666666666
49296;TORRADA AMANTEIGADA C/OREGANO KG;TRESMANN - VIX;TRESMANN - SMJ;-137.944;0.0;9.179416666666667
49296;TORRADA AMANTEIGADA C/OREGANO KG;TRESMANN - STT;TRESMANN - SMJ;-9.286;0.0;6.581333333333333
49305;SHAMPOO J&J BABY CHEIRO PROLONGADO 200ML;TRESMANN - SMJ;COTACAO - HIGIENE;17.0;580.6;2.291666666666667
49305;SHAMPOO J&J BABY CHEIRO PROLONGADO 200ML;TRESMANN - STT;COTACAO - HIGIENE;7.0;609.8;0.3333333333333333
49335;LEITE EM PO PIRACANJUBA DESNAT INST 25X400GR;TRESMANN - SMJ;PIRACANJUBA;58.0;333.4;9.958333333333332
49335;LEITE EM PO PIRACANJUBA DESNAT INST 25X400GR;TRESMANN - STT;PIRACANJUBA;-4.0;319.2;20.041666666666664
49335;LEITE EM PO PIRACANJUBA DESNAT INST 25X400GR;TRESMANN - VIX;PIRACANJUBA;27.0;244.0;4.041666666666666
49342;KIBE CARNE BOV PIF PAF 12X300GR;TRESMANN - STT;PIF PAF;23.0;84.6;3.3333333333333335
49342;KIBE CARNE BOV PIF PAF 12X300GR;TRESMANN - SMJ;PIF PAF;12.0;91.6;0.9166666666666666
49376;FIGADO FRANGO UNIAVES BANDEJA 12X1KG;TRESMANN - STT;UNIAVES;5.0;359.6;87.29166666666666
49376;FIGADO FRANGO UNIAVES BANDEJA 12X1KG;TRESMANN - SMJ;UNIAVES;2.0;301.8;45.45833333333333
49376;FIGADO FRANGO UNIAVES BANDEJA 12X1KG;TRESMANN - VIX;UNIAVES;8.0;255.0;1.625
49377;CARNE FRG UNIAVES SOBRECOXA BANDEJA 12X1KG;TRESMANN - VIX;UNIAVES;77.0;359.0;77.875
49377;CARNE FRG UNIAVES SOBRECOXA BANDEJA 12X1KG;TRESMANN - SMJ;UNIAVES;111.0;380.6;92.33333333333334
49377;CARNE FRG UNIAVES SOBRECOXA BANDEJA 12X1KG;TRESMANN - STT;UNIAVES;141.0;357.2;163.79166666666669
49405;GLADE GEL FLORAL PERFECTIO 70GR;TRESMANN - STT;ELSONS PRODUTOS ALIM.LTDA;29.0;611.2;6.583333333333334
49405;GLADE GEL FLORAL PERFECTIO 70GR;TRESMANN - SMJ;ELSONS PRODUTOS ALIM.LTDA;38.0;664.4;3.458333333333333
49407;GLADE GEL TOQUE DE MACIEZ 70GR;TRESMANN - SMJ;ELSONS PRODUTOS ALIM.LTDA;30.0;624.6;2.625
49407;GLADE GEL TOQUE DE MACIEZ 70GR;TRESMANN - STT;ELSONS PRODUTOS ALIM.LTDA;19.0;703.0;8.291666666666666
49421;SORVETE KIBON SORVETERIA CHICABON 1,5LT;TRESMANN - STT;UNILEVER;1.0;638.2;1.125
49421;SORVETE KIBON SORVETERIA CHICABON 1,5LT;TRESMANN - SMJ;UNILEVER;12.0;608.2;0.2916666666666667
49434;GOMA DORI TUBO 3UNX32GR;TRESMANN - SMJ;COTACAO - CAIXAS E UNITARIOS;29.0;464.6;5.75
49434;GOMA DORI TUBO 3UNX32GR;TRESMANN - STT;COTACAO - CAIXAS E UNITARIOS;3.0;320.6;4.125
49466;SANDALIA HAVAIANAS TOP ROSA 37-38 PAR;TRESMANN - STT;NOVESETE DISTRIBUIDORA EIRELI;0.0;0.0;0.0
49466;SANDALIA HAVAIANAS TOP ROSA 37-38 PAR;TRESMANN - SMJ;NOVESETE DISTRIBUIDORA EIRELI;0.0;731.0;0.0
49499;PATE PEDIGREE CARNE MOLHO ADULTO 24X290GR;TRESMANN - STT;MARKET DIST DE ALIMENTOS LTDA;23.0;627.2;4.541666666666666
49499;PATE PEDIGREE CARNE MOLHO ADULTO 24X290GR;TRESMANN - SMJ;MARKET DIST DE ALIMENTOS LTDA;51.0;562.8;0.375
49512;FARINHA LACTEA NESTLE SACHE 24X210GR;TRESMANN - VIX;NESTLE BRASIL LTDA.;6.0;203.4;6.958333333333334
49512;FARINHA LACTEA NESTLE SACHE 24X210GR;TRESMANN - STT;NESTLE BRASIL LTDA.;38.0;196.2;15.208333333333334
49512;FARINHA LACTEA NESTLE SACHE 24X210GR;TRESMANN - SMJ;NESTLE BRASIL LTDA.;70.0;204.0;6.958333333333334
49520;GOMA DORI CREME FRUTAS 3UNX32G;TRESMANN - SMJ;COTACAO - CAIXAS E UNITARIOS;24.0;445.0;6.583333333333334
49520;GOMA DORI CREME FRUTAS 3UNX32G;TRESMANN - STT;COTACAO - CAIXAS E UNITARIOS;32.0;419.0;4.958333333333334
49521;AMENDOIM DORI SALG TIPO JAPONES 100GR;TRESMANN - SMJ;COTACAO - DORI;72.0;223.4;22.208333333333336
49521;AMENDOIM DORI SALG TIPO JAPONES 100GR;TRESMANN - VIX;COTACAO - DORI;16.0;118.2;24.875
49521;AMENDOIM DORI SALG TIPO JAPONES 100GR;TRESMANN - STT;COTACAO - DORI;35.0;155.6;31.75
49541;CREME DENTAL SENSODYNE RAPIDO ALIVIO 50GR;TRESMANN - SMJ;COTACAO - HIGIENE;66.0;637.4;5.0
49541;CREME DENTAL SENSODYNE RAPIDO ALIVIO 50GR;TRESMANN - STT;COTACAO - HIGIENE;12.0;869.2;18.5
49541;CREME DENTAL SENSODYNE RAPIDO ALIVIO 50GR;TRESMANN - VIX;COTACAO - HIGIENE;8.0;412.0;8.708333333333334
49576;COXA FRG KIFRANGO BAND 12X1KG;TRESMANN - STT;PROTEINORTE ALIMENTOS;60.0;307.8;33.833333333333336
49576;COXA FRG KIFRANGO BAND 12X1KG;TRESMANN - SMJ;PROTEINORTE ALIMENTOS;60.0;505.8;33.916666666666664
49588;CREME NOVEX TRAT REPARACAO DE MASSA 6X1KG;TRESMANN - SMJ;COTACAO - HIGIENE;14.0;867.2;0.2916666666666667
49588;CREME NOVEX TRAT REPARACAO DE MASSA 6X1KG;TRESMANN - STT;COTACAO - HIGIENE;3.0;496.67;0.375
49625;CAD TILIBRA UNIV CD MAIS FEMININO 10M 16X1;TRESMANN - SMJ;CESCONETTO;6.0;1156.8;1.4583333333333333
49625;CAD TILIBRA UNIV CD MAIS FEMININO 10M 16X1;TRESMANN - STT;CESCONETTO;7.0;549.6;0.3333333333333333
49660;DESODORANTE DOVE AERO MEN CARE INV DRY 12X89GR;TRESMANN - SMJ;COTACAO - HIGIENE;13.0;1007.0;2.041666666666667
49660;DESODORANTE DOVE AERO MEN CARE INV DRY 12X89GR;TRESMANN - STT;COTACAO - HIGIENE;0.0;857.2;2.666666666666667
49662;KETCHUP HELLMANNS TRAD PET 24X380GR;TRESMANN - SMJ;COTACAO - HELLMANNS;23.0;332.0;4.041666666666666
49662;KETCHUP HELLMANNS TRAD PET 24X380GR;TRESMANN - STT;COTACAO - HELLMANNS;26.0;312.4;14.416666666666668
49662;KETCHUP HELLMANNS TRAD PET 24X380GR;TRESMANN - VIX;COTACAO - HELLMANNS;14.0;284.6;4.958333333333333
49675;NOZES BRASIL FRUTT NATURAL 12X100GR;TRESMANN - VIX;BRASIL FRUIT;19.0;253.6;7.0
49684;LAPIS DE COR FABER CASTELL 12C C/KIT ESCOLAR UND;TRESMANN - STT;CESCONETTO;11.0;1042.6;0.5416666666666666
49684;LAPIS DE COR FABER CASTELL 12C C/KIT ESCOLAR UND;TRESMANN - SMJ;CESCONETTO;22.0;932.2;0.16666666666666666
49687;GIZ CERA ACRILEX 12 CORES 12X1;TRESMANN - SMJ;CESCONETTO;10.0;1077.4;0.625
49687;GIZ CERA ACRILEX 12 CORES 12X1;TRESMANN - STT;CESCONETTO;1.0;736.33;0.4166666666666667
49690;MASSINHA DE MODELAR SOFT ACRILEX 12CORES;TRESMANN - STT;CESCONETTO;3.0;634.67;3.333333333333333
49690;MASSINHA DE MODELAR SOFT ACRILEX 12CORES;TRESMANN - SMJ;CESCONETTO;1.0;1098.6;0.9583333333333334
49705;GLADE AUTOMATIC 3EM1 LAV E VAN 269ML;TRESMANN - SMJ;ELSONS PRODUTOS ALIM.LTDA;14.0;459.8;1.2916666666666665
49705;GLADE AUTOMATIC 3EM1 LAV E VAN 269ML;TRESMANN - STT;ELSONS PRODUTOS ALIM.LTDA;5.0;582.6;2.0
49705;GLADE AUTOMATIC 3EM1 LAV E VAN 269ML;TRESMANN - VIX;ELSONS PRODUTOS ALIM.LTDA;15.0;651.6;0.3333333333333333
49717;CREME ALISANTE AMACIHAIR BALDINHO 6X220G;TRESMANN - STT;COTACAO - HIGIENE;6.0;878.4;0.08333333333333333
49717;CREME ALISANTE AMACIHAIR BALDINHO 6X220G;TRESMANN - SMJ;COTACAO - HIGIENE;11.0;916.0;0.125
49728;COMBUCA ISOPOR LIDER 150X150X4MM 36X20UND;TRESMANN - SMJ;LIDER FESTAS;40.0;764.2;3.9166666666666665
49728;COMBUCA ISOPOR LIDER 150X150X4MM 36X20UND;TRESMANN - STT;LIDER FESTAS;36.0;1024.4;2.5833333333333335
49731;FIO DENTAL JOHNSON EXP. PLUS EXTRA FINO 50M;TRESMANN - STT;COTACAO - HIGIENE;15.0;561.0;2.875
49731;FIO DENTAL JOHNSON EXP. PLUS EXTRA FINO 50M;TRESMANN - SMJ;COTACAO - HIGIENE;17.0;659.5;1.7916666666666667
49731;FIO DENTAL JOHNSON EXP. PLUS EXTRA FINO 50M;TRESMANN - VIX;COTACAO - HIGIENE;24.0;557.0;0.0
49740;MASSA LASANHA SANTA AMALIA C/OVOS D.FORNO 20X500G;TRESMANN - SMJ;COTACAO - MERCEARIA;0.0;667.0;2.5
49740;MASSA LASANHA SANTA AMALIA C/OVOS D.FORNO 20X500G;TRESMANN - STT;COTACAO - MERCEARIA;0.0;487.4;4.166666666666667
49743;LEITE EM PO GLORIA INTEGRAL SACHE 25X400GR;TRESMANN - SMJ;COTACAO - LEITE PO;49.0;304.2;5.666666666666666
49743;LEITE EM PO GLORIA INTEGRAL SACHE 25X400GR;TRESMANN - STT;COTACAO - LEITE PO;27.0;218.8;8.583333333333332
49743;LEITE EM PO GLORIA INTEGRAL SACHE 25X400GR;TRESMANN - VIX;COTACAO - LEITE PO;22.0;269.75;1.5416666666666667
49751;CREME SEDA PENTEAR KERAFORCE CRESPOS 12X300ML;TRESMANN - STT;COTACAO - HIGIENE;10.0;740.0;0.5833333333333334
49751;CREME SEDA PENTEAR KERAFORCE CRESPOS 12X300ML;TRESMANN - SMJ;COTACAO - HIGIENE;36.0;947.2;0.5
49768;AGUA MINERAL PEDRA AZUL 2X5L;TRESMANN - SMJ;PEDRA AZUL;99.0;179.8;11.708333333333332
49768;AGUA MINERAL PEDRA AZUL 2X5L;TRESMANN - VIX;PEDRA AZUL;38.0;265.4;107.70833333333334
49768;AGUA MINERAL PEDRA AZUL 2X5L;TRESMANN - STT;PEDRA AZUL;0.0;222.0;10.875
49783;PAPEL HIG PERSONAL VIP NEUTRO 30M L12P11 6X1;TRESMANN - STT;COTACAO - HIGIENE;11.0;740.0;6.916666666666666
49783;PAPEL HIG PERSONAL VIP NEUTRO 30M L12P11 6X1;TRESMANN - SMJ;COTACAO - HIGIENE;15.0;1695.0;3.291666666666667
49786;ESPONJA SCOTCH BRITE FORMATO ECONOMICO 10X1UNID;TRESMANN - STT;CADIS;47.0;988.4;27.916666666666668
49786;ESPONJA SCOTCH BRITE FORMATO ECONOMICO 10X1UNID;TRESMANN - SMJ;CADIS;160.0;1921.6;9.458333333333334
49786;ESPONJA SCOTCH BRITE FORMATO ECONOMICO 10X1UNID;TRESMANN - VIX;CADIS;30.0;1207.0;10.0
49808;BOLO SIMPLES KG;TRESMANN - STT;TRESMANN - SMJ;-62.33;0.0;30.694499999999998
49820;GLADE AUTOMATIC 3EM1 CLEAN LINEN 269ML;TRESMANN - STT;ELSONS PRODUTOS ALIM.LTDA;5.0;641.2;0.375
49820;GLADE AUTOMATIC 3EM1 CLEAN LINEN 269ML;TRESMANN - SMJ;ELSONS PRODUTOS ALIM.LTDA;3.0;594.8;0.041666666666666664
49852;VODKA KRISKOF TRADICIONAL 6X900ML;TRESMANN - SMJ;COTACAO - DESTILADOS;11.0;1513.8;4.875
49852;VODKA KRISKOF TRADICIONAL 6X900ML;TRESMANN - STT;COTACAO - DESTILADOS;0.0;717.2;2.0
49858;AMENDOIM DORI PETTIZ TOR SAL S/PELE 150GR;TRESMANN - STT;COTACAO - DORI;0.0;237.2;0.0
49858;AMENDOIM DORI PETTIZ TOR SAL S/PELE 150GR;TRESMANN - SMJ;COTACAO - DORI;0.0;254.8;0.0
49979;CHOCOLATE KI-KAKAU GUARDA CHUVA C/50UN 6X340GR;TRESMANN - STT;KI-KAKAU INDUSTRIA E COMERCIO;5.0;263.4;0.75
49979;CHOCOLATE KI-KAKAU GUARDA CHUVA C/50UN 6X340GR;TRESMANN - SMJ;KI-KAKAU INDUSTRIA E COMERCIO;0.0;296.8;1.6666666666666667
49982;KI-PACOCA EMBRULHADA ESCURA AO LEITE 45UN 6X1,010G;TRESMANN - STT;KI-KAKAU INDUSTRIA E COMERCIO;2.0;165.4;1.6666666666666667
49982;KI-PACOCA EMBRULHADA ESCURA AO LEITE 45UN 6X1,010G;TRESMANN - SMJ;KI-KAKAU INDUSTRIA E COMERCIO;0.0;187.4;0.5416666666666666
49983;KI-PACOCA EMBRULHADA BRANCA POTE C/45UN 6X1,010GR;TRESMANN - STT;KI-KAKAU INDUSTRIA E COMERCIO;6.0;164.6;0.8333333333333333
49983;KI-PACOCA EMBRULHADA BRANCA POTE C/45UN 6X1,010GR;TRESMANN - SMJ;KI-KAKAU INDUSTRIA E COMERCIO;0.0;159.6;0.625
49996;MARGARINA QUALY C/SAL 1KG;TRESMANN - STT;BRF;9.0;151.0;15.833333333333334
49996;MARGARINA QUALY C/SAL 1KG;TRESMANN - SMJ;BRF;12.0;132.2;15.25
50067;CONDICIONADOR ELSEVE REPARACAO TOTAL 5 12X400ML;TRESMANN - STT;COTACAO - HIGIENE;3.0;832.4;2.625
50067;CONDICIONADOR ELSEVE REPARACAO TOTAL 5 12X400ML;TRESMANN - SMJ;COTACAO - HIGIENE;13.0;989.2;2.5
50068;SHAMPOO ELSEVE ARGININA RESIST X3 12X400ML;TRESMANN - SMJ;COTACAO - HIGIENE;0.0;1007.4;0.625
50068;SHAMPOO ELSEVE ARGININA RESIST X3 12X400ML;TRESMANN - STT;COTACAO - HIGIENE;0.0;830.0;1.0416666666666665
50098;MOLHO PREDILECTA SACHE PIZZA 5X3,1GR;TRESMANN - SMJ;PREDILECTA;11.0;527.8;0.75
50098;MOLHO PREDILECTA SACHE PIZZA 5X3,1GR;TRESMANN - STT;PREDILECTA;13.0;551.2;2.375
