CODIGO;NOME;LOJA;ESTOQUE ATUAL;VCTO_MEDIO;VENDA MEDIA
16455;SHAMPOO PALMOLIVE NEUTRO 6X350ML;TRESMANN - SMJ;7.0;594.0;4.625
16457;SHAMPOO PALMOLIVE CERAMIDAS FORCE 6X350ML;TRESMANN - SMJ;6.0;656.2;2.416666666666667
16457;SHAMPOO PALMOLIVE CERAMIDAS FORCE 6X350ML;TRESMANN - STT;6.0;614.0;1.25
16471;DESODORANTE NIVEA ROLL-ON DRY COMFORT 12X50ML;TRESMANN - SMJ;10.0;1019.2;4.041666666666666
16471;DESODORANTE NIVEA ROLL-ON DRY COMFORT 12X50ML;TRESMANN - STT;9.0;792.0;3.6666666666666665
16474;DESODORANTE NIVEA SPRAY MEN FRESH ACTIVE 12X90ML;TRESMANN - STT;7.0;799.2;7.25
16474;DESODORANTE NIVEA SPRAY MEN FRESH ACTIVE 12X90ML;TRESMANN - SMJ;10.0;837.0;3.041666666666667
16488;SHAMPOO SKALA CERAMIDA G3 12X350ML;TRESMANN - SMJ;0.0;0.0;0.0
16488;SHAMPOO SKALA CERAMIDA G3 12X350ML;TRESMANN - STT;0.0;0.0;0.0
16490;SHAMPOO SKALA JABORANDI 12X350ML;TRESMANN - SMJ;0.0;0.0;0.0
16490;SHAMPOO SKALA JABORANDI 12X350ML;TRESMANN - STT;0.0;0.0;0.0
16493;SHAMPOO SKALA M.KARITE 12X350ML;TRESMANN - STT;0.0;0.0;0.0
16493;SHAMPOO SKALA M.KARITE 12X350ML;TRESMANN - SMJ;0.0;0.0;0.0
16494;SHAMPOO SKALA PRETOS 12X350ML;TRESMANN - SMJ;0.0;0.0;0.0
16494;SHAMPOO SKALA PRETOS 12X350ML;TRESMANN - STT;0.0;0.0;0.0
16536;TINTURA NUTRISSE 60 LOURO ESC.AVEIA UN;TRESMANN - SMJ;8.0;812.8;0.5
16536;TINTURA NUTRISSE 60 LOURO ESC.AVEIA UN;TRESMANN - STT;9.0;805.4;0.0
16585;TINTURA KOLESTON 60 LOURO ESC 55GR;TRESMANN - STT;4.0;778.0;0.125
16585;TINTURA KOLESTON 60 LOURO ESC 55GR;TRESMANN - SMJ;6.0;975.8;0.9166666666666667
16586;TONICO GOTA DOUR FORTAL 48X30ML;TRESMANN - STT;10.0;596.4;0.9583333333333333
16586;TONICO GOTA DOUR FORTAL 48X30ML;TRESMANN - SMJ;61.0;640.2;6.833333333333334
16720;FACA TRAMONTINA CARB 6 C108 C/12;TRESMANN - SMJ;9.0;1024.4;0.7916666666666666
16720;FACA TRAMONTINA CARB 6 C108 C/12;TRESMANN - STT;3.0;695.4;2.375
16724;DESODORANTE REXONA ROLL-ON MEN ACTIVE DRY 12X50ML;TRESMANN - SMJ;3.0;665.4;4.5
16724;DESODORANTE REXONA ROLL-ON MEN ACTIVE DRY 12X50ML;TRESMANN - STT;11.0;647.4;2.541666666666667
16727;DESODORANTE REXONA ROLL-ON FEM BAMBOO 12X50ML;TRESMANN - STT;4.0;613.8;1.625
16727;DESODORANTE REXONA ROLL-ON FEM BAMBOO 12X50ML;TRESMANN - SMJ;5.0;654.2;3.5416666666666665
16793;CORACAO BOV KG;TRESMANN - SMJ;8.686;40.2;6.031083333333333
16793;CORACAO BOV KG;TRESMANN - STT;18.35;23.6;5.471333333333334
16794;PE RABO SUINO (S) KG;TRESMANN - SMJ;0.0;225.6;6.559208333333332
16794;PE RABO SUINO (S) KG;TRESMANN - STT;0.0;70.6;20.215208333333337
16798;DESODORANTE REXONA ROLL-ON FEM POWDER DRY 6X30ML;TRESMANN - STT;1.0;970.6;2.708333333333333
16798;DESODORANTE REXONA ROLL-ON FEM POWDER DRY 6X30ML;TRESMANN - SMJ;0.0;707.0;1.1666666666666667
16799;DESODORANTE REXONA ROLL-ON FEM COTTON DRY 12X50ML;TRESMANN - SMJ;8.0;624.8;1.375
16799;DESODORANTE REXONA ROLL-ON FEM COTTON DRY 12X50ML;TRESMANN - STT;9.0;582.8;2.458333333333333
16804;DESODORANTE REXONA ROLL-ON FEM POWDER DRY 12X50ML;TRESMANN - STT;12.0;657.2;4.625
16804;DESODORANTE REXONA ROLL-ON FEM POWDER DRY 12X50ML;TRESMANN - SMJ;9.0;649.4;2.291666666666667
16805;DESODORANTE REXONA ROLL-ON FEM S/PERF 12X50ML;TRESMANN - SMJ;0.0;598.4;1.3333333333333333
16805;DESODORANTE REXONA ROLL-ON FEM S/PERF 12X50ML;TRESMANN - STT;0.0;592.8;0.5
16805;DESODORANTE REXONA ROLL-ON FEM S/PERF 12X50ML;TRESMANN - VIX;0.0;959.8;1.6666666666666667
16812;MORTADELA AURORA PEPERI (*) 15XKG;TRESMANN - STT;16.024;35.8;9.578875
16812;MORTADELA AURORA PEPERI (*) 15XKG;TRESMANN - SMJ;13.759;39.6;18.02045833333333
16821;MORTADELA COFRIL (*) KG;TRESMANN - STT;12.0;50.6;6.8035
16821;MORTADELA COFRIL (*) KG;TRESMANN - SMJ;8.17;45.6;7.818458333333333
16826;MORTADELA PERDIGAO BOLOG (*) KG;TRESMANN - SMJ;20.79;35.0;9.262458333333333
16826;MORTADELA PERDIGAO BOLOG (*) KG;TRESMANN - STT;12.032;36.6;17.02025
16850;OVOS CAIPIRA VOVO JOANA DZ;TRESMANN - SMJ;358.0;60.6;45.29166666666667
16850;OVOS CAIPIRA VOVO JOANA DZ;TRESMANN - STT;-75.0;78.2;192.375
16850;OVOS CAIPIRA VOVO JOANA DZ;TRESMANN - VIX;79.0;30.6;215.08333333333331
16851;DESODORANTE TABU CREME 12X55GR;TRESMANN - SMJ;0.0;657.8;5.041666666666666
16851;DESODORANTE TABU CREME 12X55GR;TRESMANN - STT;11.0;891.0;4.291666666666667
16852;DESODORANTE TABU ROLL-ON 12X50ML;TRESMANN - SMJ;11.0;626.8;5.291666666666667
16852;DESODORANTE TABU ROLL-ON 12X50ML;TRESMANN - STT;5.0;688.4;1.375
16853;CARNE BOV PICANHA (T) KG;TRESMANN - SMJ;0.0;57.2;22.181958333333334
16853;CARNE BOV PICANHA (T) KG;TRESMANN - STT;0.0;95.75;48.386875
16854;DESODORANTE TABU SPRAY 12X90ML;TRESMANN - STT;9.0;676.4;0.7916666666666667
16854;DESODORANTE TABU SPRAY 12X90ML;TRESMANN - SMJ;8.0;656.6;2.791666666666667
16855;DESODORANTE TRES MARCHAND SPRAY 12X100ML;TRESMANN - SMJ;4.0;604.4;4.541666666666666
16855;DESODORANTE TRES MARCHAND SPRAY 12X100ML;TRESMANN - STT;11.0;832.0;1.8333333333333335
16859;OLEO AMENDOA MURIEL C/COLAGENO 6X100ML;TRESMANN - STT;7.0;897.2;1.4166666666666667
16859;OLEO AMENDOA MURIEL C/COLAGENO 6X100ML;TRESMANN - SMJ;19.0;964.4;1.2083333333333335
16862;OLEO ATALAIA PERFUMADO 12X120ML;TRESMANN - STT;9.0;788.2;0.5833333333333334
16862;OLEO ATALAIA PERFUMADO 12X120ML;TRESMANN - SMJ;24.0;932.6;0.0
16878;OLEO MONANGE BANHO PAIXAO SEDUCAO 12X200ML;TRESMANN - SMJ;0.0;961.6;0.0
16878;OLEO MONANGE BANHO PAIXAO SEDUCAO 12X200ML;TRESMANN - STT;0.0;820.6;0.375
16879;OLEO MONANGE BANHO PAIXAO AMEND. RADIANTE 12X200ML;TRESMANN - SMJ;0.0;943.4;0.0
16879;OLEO MONANGE BANHO PAIXAO AMEND. RADIANTE 12X200ML;TRESMANN - STT;9.0;889.0;0.375
16881;OLEO MONANGE BANHO PAIXAO ONLY YOU 12X200ML;TRESMANN - STT;15.0;931.4;1.1666666666666665
16881;OLEO MONANGE BANHO PAIXAO ONLY YOU 12X200ML;TRESMANN - SMJ;9.0;978.2;1.125
16884;PAPEL DEPILACAO STA CLARA 12X50UN;TRESMANN - SMJ;0.0;380803.8;0.0
16884;PAPEL DEPILACAO STA CLARA 12X50UN;TRESMANN - STT;5.0;777.2;0.5416666666666666
16888;PENTE CONDOR JOY SM 110 12X3UN;TRESMANN - SMJ;18.0;1353.8;0.7916666666666666
16888;PENTE CONDOR JOY SM 110 12X3UN;TRESMANN - STT;2.0;675.6;1.3333333333333335
16890;PENTE CONDOR SM K-8 JOY 24X1UN;TRESMANN - SMJ;9.0;482.0;2.0416666666666665
16890;PENTE CONDOR SM K-8 JOY 24X1UN;TRESMANN - STT;13.0;745.6;0.5416666666666666
16891;PENTE CONDOR HAVANA 24X3UN;TRESMANN - STT;15.0;691.67;0.375
16891;PENTE CONDOR HAVANA 24X3UN;TRESMANN - SMJ;18.0;1019.8;0.5833333333333334
16894;POLVILHO GRANADO ANTI-SEPTICO 12X100GR;TRESMANN - STT;-1.0;675.8;2.625
16894;POLVILHO GRANADO ANTI-SEPTICO 12X100GR;TRESMANN - SMJ;40.0;707.8;1.5416666666666667
16895;POLVILHO GRANADO ANTI-SEPTICO FRESH 12X100GR;TRESMANN - SMJ;44.0;759.6;2.166666666666667
16895;POLVILHO GRANADO ANTI-SEPTICO FRESH 12X100GR;TRESMANN - STT;0.0;682.8;1.7916666666666667
16905;REVITALIZANTE CAP MURIEL CERA ABEL 12X40GR;TRESMANN - SMJ;6.0;987.6;0.7083333333333334
16905;REVITALIZANTE CAP MURIEL CERA ABEL 12X40GR;TRESMANN - STT;23.0;935.0;0.5416666666666666
16915;SABONETE ALMA DE FLORES 12X130GR;TRESMANN - VIX;21.0;776.6;6.791666666666666
16915;SABONETE ALMA DE FLORES 12X130GR;TRESMANN - SMJ;1.0;782.6;2.875
16915;SABONETE ALMA DE FLORES 12X130GR;TRESMANN - STT;10.0;734.8;2.958333333333333
16943;SABONETE FRANCIS BRC 12X90GR;TRESMANN - STT;9.0;627.8;23.833333333333332
16943;SABONETE FRANCIS BRC 12X90GR;TRESMANN - SMJ;22.0;652.0;19.541666666666664
16943;SABONETE FRANCIS BRC 12X90GR;TRESMANN - VIX;79.0;574.2;7.041666666666667
16945;SABONETE FRANCIS ROSA 12X90GR;TRESMANN - VIX;16.0;579.4;6.75
16945;SABONETE FRANCIS ROSA 12X90GR;TRESMANN - SMJ;49.0;585.8;28.875
16945;SABONETE FRANCIS ROSA 12X90GR;TRESMANN - STT;63.0;823.4;21.291666666666668
16956;SABONETE GRANADO COCO 12X100GR;TRESMANN - STT;0.0;993.8;4.791666666666667
16956;SABONETE GRANADO COCO 12X100GR;TRESMANN - VIX;0.0;1017.4;5.208333333333334
16956;SABONETE GRANADO COCO 12X100GR;TRESMANN - SMJ;75.0;1048.6;5.041666666666667
16960;ESCOVA CABELO CONDOR ELEFOFO 6782 12X1UND;TRESMANN - SMJ;13.0;1890.6;0.5
16960;ESCOVA CABELO CONDOR ELEFOFO 6782 12X1UND;TRESMANN - STT;11.0;693.0;1.3333333333333333
16962;SABONETE J&J BABY BRC TRAD 12X80GR;TRESMANN - SMJ;5.0;832.8;6.083333333333334
16962;SABONETE J&J BABY BRC TRAD 12X80GR;TRESMANN - STT;6.0;643.8;2.0
16962;SABONETE J&J BABY BRC TRAD 12X80GR;TRESMANN - VIX;2.0;803.4;18.458333333333332
16983;ESCOVA CABELO CONDOR JULIA 12X1;TRESMANN - SMJ;19.0;1165.6;2.2916666666666665
16983;ESCOVA CABELO CONDOR JULIA 12X1;TRESMANN - STT;14.0;781.0;0.5
16986;ESCOVA CABELO CONDOR MARISA 12X1UN;TRESMANN - STT;10.0;744.6;0.875
16986;ESCOVA CABELO CONDOR MARISA 12X1UN;TRESMANN - SMJ;7.0;1381.6;2.1666666666666665
17003;SABONETE PALMOLIVE HIDR PERF LEITE/PE ROSA 12X150G;TRESMANN - SMJ;37.0;666.0;24.25
17003;SABONETE PALMOLIVE HIDR PERF LEITE/PE ROSA 12X150G;TRESMANN - STT;31.0;898.4;24.5
17004;SABONETE PALMOLIVE HIDR INTENSIVA KARIT 12X150GR;TRESMANN - SMJ;29.0;681.6;19.0
17004;SABONETE PALMOLIVE HIDR INTENSIVA KARIT 12X150GR;TRESMANN - STT;16.0;754.8;25.708333333333336
17007;SABONETE PHEBO NATURELLE 12X90GR;TRESMANN - VIX;-3.0;901.4;5.125
17007;SABONETE PHEBO NATURELLE 12X90GR;TRESMANN - STT;0.0;905.6;9.5
17007;SABONETE PHEBO NATURELLE 12X90GR;TRESMANN - SMJ;85.0;1038.8;7.041666666666667
17009;SABONETE PHEBO ODOR ROSAS LUXO 12X90GR;TRESMANN - VIX;-10.0;935.6;12.875
17009;SABONETE PHEBO ODOR ROSAS LUXO 12X90GR;TRESMANN - STT;2.0;675.8;17.166666666666668
17009;SABONETE PHEBO ODOR ROSAS LUXO 12X90GR;TRESMANN - SMJ;96.0;1043.2;9.791666666666666
17010;SABONETE PHEBO TOQUE DE LAVANDA 12X90GR;TRESMANN - SMJ;87.0;997.8;5.416666666666667
17010;SABONETE PHEBO TOQUE DE LAVANDA 12X90GR;TRESMANN - VIX;0.0;873.0;5.458333333333333
17010;SABONETE PHEBO TOQUE DE LAVANDA 12X90GR;TRESMANN - STT;0.0;775.4;14.083333333333334
17020;GEL NYLOOKS AZUL 12X240G;TRESMANN - STT;12.0;904.4;2.2916666666666665
17020;GEL NYLOOKS AZUL 12X240G;TRESMANN - SMJ;28.0;1052.8;3.5
17021;SABONETE SENADOR 12X130GR;TRESMANN - SMJ;19.0;793.8;12.166666666666668
17021;SABONETE SENADOR 12X130GR;TRESMANN - STT;0.0;750.0;7.958333333333333
17036;GEL NYLOOKS INCOLOR 12X240G;TRESMANN - SMJ;31.0;1061.2;1.1666666666666667
17036;GEL NYLOOKS INCOLOR 12X240G;TRESMANN - STT;12.0;907.0;0.4166666666666667
17052;CERVEJA SKOL CARACU LATA 12X350ML;TRESMANN - SMJ;2.0;217.4;15.166666666666668
17052;CERVEJA SKOL CARACU LATA 12X350ML;TRESMANN - VIX;18.0;193.6;12.041666666666668
17052;CERVEJA SKOL CARACU LATA 12X350ML;TRESMANN - STT;23.0;178.8;46.58333333333333
17060;ESCOVA DENTAL SORRISO DURA 1651 C/12;TRESMANN - STT;-1.0;654.4;17.416666666666664
17060;ESCOVA DENTAL SORRISO DURA 1651 C/12;TRESMANN - SMJ;13.0;1099.4;15.25
17061;HIDRATANTE DAVENE LEITE AVEIA INT 24X180ML;TRESMANN - STT;42.0;784.0;2.875
17061;HIDRATANTE DAVENE LEITE AVEIA INT 24X180ML;TRESMANN - SMJ;20.0;993.8;0.9166666666666666
17062;ESCOVA DENTAL SORRISO MACIA 1649 C/12;TRESMANN - SMJ;8.0;1864.0;7.5
17062;ESCOVA DENTAL SORRISO MACIA 1649 C/12;TRESMANN - STT;11.0;724.2;6.333333333333334
17063;ESCOVA DENTAL SORRISO MEDIA 1650 C/12;TRESMANN - SMJ;9.0;1779.8;5.166666666666666
17063;ESCOVA DENTAL SORRISO MEDIA 1650 C/12;TRESMANN - STT;5.0;728.6;12.208333333333332
17085;FIO DENTAL HILLO 48X100MT;TRESMANN - VIX;33.0;1380.0;4.125
17085;FIO DENTAL HILLO 48X100MT;TRESMANN - SMJ;49.0;1213.4;18.916666666666664
17085;FIO DENTAL HILLO 48X100MT;TRESMANN - STT;39.0;928.8;10.333333333333332
17088;FIO DENTAL HILLO EXTRA FINO 100MT C/48;TRESMANN - STT;68.0;963.2;22.083333333333332
17088;FIO DENTAL HILLO EXTRA FINO 100MT C/48;TRESMANN - SMJ;34.0;855.8;6.041666666666667
17103;FITA DENTAL HILLO 48X100MT;TRESMANN - STT;35.0;789.0;21.333333333333332
17103;FITA DENTAL HILLO 48X100MT;TRESMANN - VIX;49.0;772.2;5.791666666666666
17103;FITA DENTAL HILLO 48X100MT;TRESMANN - SMJ;9.0;1104.2;19.166666666666664
17139;HIDRATANTE MONANGE PAIXAO FELICIDADE 12X200ML;TRESMANN - SMJ;0.0;902.8;0.0
17139;HIDRATANTE MONANGE PAIXAO FELICIDADE 12X200ML;TRESMANN - STT;0.0;835.0;0.16666666666666666
17143;HIDRATANTE MONANGE PAIXAO ONLY YOU 12X200ML;TRESMANN - SMJ;51.0;969.4;3.375
17143;HIDRATANTE MONANGE PAIXAO ONLY YOU 12X200ML;TRESMANN - STT;30.0;884.8;3.0
17150;HIDRATANTE MONANGE PAIXAO SEDUTORA 12X200ML;TRESMANN - SMJ;0.0;916.8;0.0
17150;HIDRATANTE MONANGE PAIXAO SEDUTORA 12X200ML;TRESMANN - STT;0.0;953.4;0.0
17189;APARELHO BARB BIC SENSIT SHAVER 12X1UN;TRESMANN - SMJ;25.0;1746.6;12.083333333333332
17189;APARELHO BARB BIC SENSIT SHAVER 12X1UN;TRESMANN - STT;12.0;682.8;13.833333333333332
17232;LENCO KISS FACIAL 7X50UN;TRESMANN - VIX;7.0;747.8;6.75
17232;LENCO KISS FACIAL 7X50UN;TRESMANN - SMJ;8.0;1070.8;0.6666666666666666
17232;LENCO KISS FACIAL 7X50UN;TRESMANN - STT;2.0;37303.6;2.958333333333333
17246;ESCOVA DENTAL CONDOR BASS MEDIA 3262-1 C/36UND;TRESMANN - SMJ;22.0;1612.8;6.083333333333334
17246;ESCOVA DENTAL CONDOR BASS MEDIA 3262-1 C/36UND;TRESMANN - STT;4.0;795.0;5.833333333333334
17253;ESCOVA DENTAL CONDOR DINOSSAURO MACIA C/36UND;TRESMANN - SMJ;20.0;1568.4;3.5
17253;ESCOVA DENTAL CONDOR DINOSSAURO MACIA C/36UND;TRESMANN - STT;9.0;811.0;3.9583333333333335
17270;LOCAO BRILHANTE 6X150ML;TRESMANN - SMJ;0.0;1048.6;0.0
17270;LOCAO BRILHANTE 6X150ML;TRESMANN - STT;0.0;1037.75;0.0
17276;LOCAO MARCIA FEM 12X100ML;TRESMANN - SMJ;8.0;995.0;2.6666666666666665
17276;LOCAO MARCIA FEM 12X100ML;TRESMANN - STT;12.0;905.0;0.0
17277;LOCAO MARCIA MASC 12X100ML;TRESMANN - STT;6.0;780.2;0.25
17277;LOCAO MARCIA MASC 12X100ML;TRESMANN - SMJ;26.0;983.8;1.0
17301;MOLHO SAKURA PREMIUM 12X150ML;TRESMANN - VIX;0.0;649.2;5.333333333333333
17301;MOLHO SAKURA PREMIUM 12X150ML;TRESMANN - STT;11.0;604.2;0.875
17301;MOLHO SAKURA PREMIUM 12X150ML;TRESMANN - SMJ;14.0;591.6;1.125
17303;ESCOVA DENTAL CONDOR MEDIC L2P1 8046-0 C/18UND;TRESMANN - STT;0.0;1205.6;0.9583333333333334
17303;ESCOVA DENTAL CONDOR MEDIC L2P1 8046-0 C/18UND;TRESMANN - SMJ;0.0;1085.2;2.25
17305;ESCOVA DENTAL CONDOR TRIP MAC 8035-0 L2P1 C/36UND;TRESMANN - STT;0.0;1036.4;1.5
17305;ESCOVA DENTAL CONDOR TRIP MAC 8035-0 L2P1 C/36UND;TRESMANN - SMJ;9.0;1452.6;6.375
17307;ESCOVA DENTAL CONDOR PLUS D.ACAO 3373-4 C/36UND;TRESMANN - STT;35.0;1193.2;2.916666666666667
17307;ESCOVA DENTAL CONDOR PLUS D.ACAO 3373-4 C/36UND;TRESMANN - SMJ;9.0;1106.2;6.5
17308;ESCOVA DENTAL CONDOR PLUS DURA 3373-2 C/36UND;TRESMANN - SMJ;2.0;1716.2;4.375
17308;ESCOVA DENTAL CONDOR PLUS DURA 3373-2 C/36UND;TRESMANN - STT;26.0;695.2;5.0
17309;ESCOVA DENTAL CONDOR PLUS MACIA 3373-0 C/36UND;TRESMANN - STT;16.0;719.0;3.583333333333333
17309;ESCOVA DENTAL CONDOR PLUS MACIA 3373-0 C/36UND;TRESMANN - SMJ;73.0;1135.2;6.958333333333334
17315;ESCOVA DENTAL ORAL-B CLASSIC 40 MACIA 12X1;TRESMANN - STT;18.0;809.4;3.7083333333333335
17315;ESCOVA DENTAL ORAL-B CLASSIC 40 MACIA 12X1;TRESMANN - SMJ;14.0;1251.2;2.5416666666666665
17326;LIMPADOR CASA&PERF AMABLE LARANJA 12X500ML;TRESMANN - STT;73.0;734.2;28.041666666666664
17326;LIMPADOR CASA&PERF AMABLE LARANJA 12X500ML;TRESMANN - SMJ;74.0;1060.8;27.625
17340;LIMPADOR AJAX FRESH LEMON 12X500ML;TRESMANN - SMJ;6.0;491.8;3.5416666666666665
17340;LIMPADOR AJAX FRESH LEMON 12X500ML;TRESMANN - STT;5.0;789.8;4.291666666666666
17340;LIMPADOR AJAX FRESH LEMON 12X500ML;TRESMANN - VIX;17.0;650.8;7.666666666666666
17342;LIMPA VIDRO VEJA VIDREX CRIST REC 12X500GR;TRESMANN - SMJ;13.0;711.8;1.25
17342;LIMPA VIDRO VEJA VIDREX CRIST REC 12X500GR;TRESMANN - STT;2.0;757.8;2.4166666666666665
17342;LIMPA VIDRO VEJA VIDREX CRIST REC 12X500GR;TRESMANN - VIX;7.0;416.0;1.125
17345;BISCOITO TUCS SALG SALAME 30X100GR;TRESMANN - SMJ;56.0;177.8;9.291666666666668
17345;BISCOITO TUCS SALG SALAME 30X100GR;TRESMANN - STT;20.0;162.4;24.208333333333336
17352;LIMPADOR AJAX FRESH TRAD 12X500ML;TRESMANN - VIX;9.0;496.4;4.75
17352;LIMPADOR AJAX FRESH TRAD 12X500ML;TRESMANN - SMJ;11.0;495.4;2.166666666666667
17352;LIMPADOR AJAX FRESH TRAD 12X500ML;TRESMANN - STT;0.0;607.0;7.875
17354;INSETICIDA RAID PROT ELET 45N REFIL C/24UND;TRESMANN - SMJ;23.0;613.0;4.875
17354;INSETICIDA RAID PROT ELET 45N REFIL C/24UND;TRESMANN - STT;0.0;716.4;0.9166666666666666
17358;INSETICIDA RAID PROT ELET AP BIVOLT 4 P C/12UND;TRESMANN - SMJ;9.0;645.6;1.2083333333333333
17358;INSETICIDA RAID PROT ELET AP BIVOLT 4 P C/12UND;TRESMANN - STT;28.0;652.0;0.20833333333333334
17360;BISCOITO TUCS SALG PIZZA 30X100GR;TRESMANN - STT;31.0;191.8;24.416666666666664
17360;BISCOITO TUCS SALG PIZZA 30X100GR;TRESMANN - SMJ;47.0;190.2;18.0
17361;VODKA REGGINOFF 12X900ML;TRESMANN - SMJ;17.0;1494.4;1.7083333333333335
17361;VODKA REGGINOFF 12X900ML;TRESMANN - STT;23.0;998.8;6.208333333333334
17362;BISCOITO TUCS SALG CHURRASCO 30X100GR;TRESMANN - STT;52.0;186.8;38.70833333333333
17362;BISCOITO TUCS SALG CHURRASCO 30X100GR;TRESMANN - SMJ;57.0;200.0;29.5
17367;LIMPA TAPETES VANISH KARPEX 12X500ML;TRESMANN - STT;0.0;639.8;0.0
17367;LIMPA TAPETES VANISH KARPEX 12X500ML;TRESMANN - VIX;1.0;1450.75;1.9166666666666665
17367;LIMPA TAPETES VANISH KARPEX 12X500ML;TRESMANN - SMJ;0.0;693.0;0.4583333333333333
17371;DESINFETANTE URCA EUCALIPTO 6X2LT;TRESMANN - SMJ;0.0;697.0;3.833333333333333
17371;DESINFETANTE URCA EUCALIPTO 6X2LT;TRESMANN - STT;5.0;654.6;6.458333333333333
17375;LIMPADOR CASA&PERF AGRADABLE AZUL 24X500ML;TRESMANN - VIX;11.0;709.2;12.083333333333334
17375;LIMPADOR CASA&PERF AGRADABLE AZUL 24X500ML;TRESMANN - STT;74.0;608.4;41.416666666666664
17375;LIMPADOR CASA&PERF AGRADABLE AZUL 24X500ML;TRESMANN - SMJ;33.0;1080.0;14.541666666666666
17385;BISCOITO TUCS SALG TRADICIONAL 30X100GR;TRESMANN - STT;40.0;156.4;36.16666666666667
17385;BISCOITO TUCS SALG TRADICIONAL 30X100GR;TRESMANN - SMJ;64.0;181.4;19.458333333333336
17386;LIMPA PNEUS PROAUTO CLASSIC 12X500ML;TRESMANN - SMJ;0.0;719.8;2.0
17386;LIMPA PNEUS PROAUTO CLASSIC 12X500ML;TRESMANN - STT;24.0;837.2;0.5
17395;ISQUEIRO BIC CARTELA CX C/12;TRESMANN - VIX;15.0;2366.8;0.75
17395;ISQUEIRO BIC CARTELA CX C/12;TRESMANN - STT;40.0;763.2;20.166666666666664
17395;ISQUEIRO BIC CARTELA CX C/12;TRESMANN - SMJ;172.0;1864.0;38.833333333333336
17400;APARELHO BARB BIC CONFORT 3 SENSIVEL 12X1UN;TRESMANN - STT;0.0;791.8;24.5
17400;APARELHO BARB BIC CONFORT 3 SENSIVEL 12X1UN;TRESMANN - SMJ;22.0;1504.4;14.5
17400;APARELHO BARB BIC CONFORT 3 SENSIVEL 12X1UN;TRESMANN - VIX;12.0;757.0;1.0
17409;TRIGUILHO JUPARANA 30X500G;TRESMANN - SMJ;14.0;221.4;5.333333333333334
17409;TRIGUILHO JUPARANA 30X500G;TRESMANN - STT;47.0;226.4;21.125
17409;TRIGUILHO JUPARANA 30X500G;TRESMANN - VIX;25.0;235.6;11.625
17410;RACAO JUPARANA SUPER VITA 25X200GR;TRESMANN - STT;18.0;177.4;2.833333333333333
17410;RACAO JUPARANA SUPER VITA 25X200GR;TRESMANN - SMJ;31.0;148.6;13.666666666666668
17422;PILHA DURACELL PEQ AA-2 12X2UN;TRESMANN - SMJ;11.0;3403.2;7.583333333333334
17422;PILHA DURACELL PEQ AA-2 12X2UN;TRESMANN - STT;9.0;973.2;6.125
17422;PILHA DURACELL PEQ AA-2 12X2UN;TRESMANN - VIX;17.0;1855.8;10.625
17461;CAD TILIBRA UNIV MAIS 200FLS C/4X1;TRESMANN - SMJ;7.0;1280.6;1.5833333333333335
17461;CAD TILIBRA UNIV MAIS 200FLS C/4X1;TRESMANN - STT;8.0;821.6;0.3333333333333333
17484;AZEITE DENDE BON APETIT 90ML;TRESMANN - VIX;14.0;352.2;2.125
17484;AZEITE DENDE BON APETIT 90ML;TRESMANN - STT;12.0;363.2;3.5
17484;AZEITE DENDE BON APETIT 90ML;TRESMANN - SMJ;7.0;478.4;1.4166666666666665
17487;CALDO BON APETIT CARNE 30X28G;TRESMANN - SMJ;49.0;532.2;2.708333333333333
17487;CALDO BON APETIT CARNE 30X28G;TRESMANN - STT;13.0;285.8;8.416666666666666
17488;TEMPERO BON APETIT CHURRASCO 30X200G;TRESMANN - STT;10.0;375.4;0.7916666666666666
17488;TEMPERO BON APETIT CHURRASCO 30X200G;TRESMANN - SMJ;13.0;470.4;1.3333333333333333
17492;BATERIA ENERGIZER 9V MAX UN;TRESMANN - STT;10.0;660.8;0.08333333333333333
17492;BATERIA ENERGIZER 9V MAX UN;TRESMANN - SMJ;14.0;1354.4;0.75
17529;PAPEL HIG PERSONAL VIP F.D PERFUMADO LAV 16X4UN;TRESMANN - SMJ;18.0;1100.0;8.666666666666666
17529;PAPEL HIG PERSONAL VIP F.D PERFUMADO LAV 16X4UN;TRESMANN - STT;16.0;650.8;4.333333333333334
17535;ENERGETICO GATORADE MOR/MARACUJA 6X500ML;TRESMANN - SMJ;0.0;243.6;11.916666666666666
17535;ENERGETICO GATORADE MOR/MARACUJA 6X500ML;TRESMANN - STT;42.0;217.8;21.666666666666668
17535;ENERGETICO GATORADE MOR/MARACUJA 6X500ML;TRESMANN - VIX;6.0;251.0;24.458333333333332
17538;FILME PVC FORT LAR TRANSP 28X30M C/24;TRESMANN - STT;68.0;691.4;22.708333333333336
17538;FILME PVC FORT LAR TRANSP 28X30M C/24;TRESMANN - SMJ;103.0;2329.8;5.208333333333334
17538;FILME PVC FORT LAR TRANSP 28X30M C/24;TRESMANN - VIX;0.0;818.8;8.25
17541;SACOS PLASTICOS FORT LAR FREEZER 28X40 24X100UN;TRESMANN - STT;47.0;708.6;3.6666666666666665
17541;SACOS PLASTICOS FORT LAR FREEZER 28X40 24X100UN;TRESMANN - SMJ;20.0;1826.8;4.0
17543;ABSORVENTE SYM SUAVE C/ABAS GIRL 60X8UND;TRESMANN - SMJ;0.0;535.2;0.0
