67130;24
67129;24
11018;702
81684;20
50807;120
73631;6
64313;6
68153;80
24304;42
58968;49
58972;49
69855;6
75998;6
75979;6
75976;6
75978;6
75981;12
83031;12
80589;20
79583;6
57815;16
45214;75
68675;25
80896;10
81820;24
81821;24
81813;48
81814;12
81816;12
81817;24
81826;12
82557;24
