42019;36
11701;30
11018;810
68582;243
73631;6
24304;42
27559;84
58972;49
69855;30
75998;6
75993;12
75979;6
75976;6
75978;6
75981;24
75989;24
81802;12
81805;12
81821;24
81811;24
81814;12
81816;12
81817;24
81826;12
82557;12
29929;20
